project_id	V_N	V_MIN	V_MAX	V_MEAN	V_SD	V_SUM	V_LAST_VAL	V_FIRST_YEAR	V_LAST_YEAR	V_SOURCE_MAIN	V_SOURCE_N
mm.musa.264	1	5e3	5e3	5e3	NA	5e3	5e3	2010	2010	ma(fam)	1
mm.musa.268	10	0	2420	1736.9	959.8	17369	2420	1994	2013	domus	3
mm.musa.271	2	464	649	556.5	130.8	1113	649	2014	2015	visitbritain	1
mm.musa.274	5	12966	17502	15826.8	2171.7	79134	17502	2011	2016	visitbritain	2
mm.musa.280	1	29169	29169	29169	NA	29169	29169	2011	2011	ma(fam)	1
mm.musa.282	1	1557	1557	1557	NA	1557	1557	2008	2008	ma(fam)	1
mm.musa.286	6	16907	23263	20508.3	2641.6	123050	21232	2007	2015	visitbritain	2
mm.musa.289	1	54e3	54e3	54e3	NA	54e3	54e3	2011	2011	ma(fam)	1
mm.musa.290	1	16e4	16e4	16e4	NA	16e4	16e4	2011	2011	ma(fam)	1
mm.musa.292	1	32e3	32e3	32e3	NA	32e3	32e3	2013	2013	ma(fam)	1
mm.musa.293	1	6e3	6e3	6e3	NA	6e3	6e3	2009	2009	ma(fam)	1
mm.musa.298	1	78112	78112	78112	NA	78112	78112	2004	2004	ma(fam)	1
mm.musa.301	1	5086	5086	5086	NA	5086	5086	2015	2015	ma(fam)	1
mm.musa.304	1	245e3	245e3	245e3	NA	245e3	245e3	2012	2012	ma(fam)	1
mm.musa.305	1	35e4	35e4	35e4	NA	35e4	35e4	2014	2014	ma(fam)	1
mm.musa.307	1	7e4	7e4	7e4	NA	7e4	7e4	2009	2009	ma(fam)	1
mm.musa.310	1	15e3	15e3	15e3	NA	15e3	15e3	2016	2016	ma(fam)	1
mm.musa.311	5	2732	3567	2925.8	359.5	14629	2746	2011	2015	visitbritain	1
mm.musa.312	3	12425	14454	13626.3	1064.9	40879	14454	2008	2015	visitbritain	2
mm.musa.313	1	1e3	1e3	1e3	NA	1e3	1e3	2004	2004	ma(fam)	1
mm.musa.314	1	664	664	664	NA	664	664	2008	2008	ma(fam)	1
mm.musa.316	1	24e3	24e3	24e3	NA	24e3	24e3	2004	2004	ma(fam)	1
mm.musa.322	1	12618	12618	12618	NA	12618	12618	2012	2012	ma(fam)	1
mm.musa.326	6	24910	28869	27653	1441	165918	28165	2011	2015	visitbritain	2
mm.musa.328	1	1658	1658	1658	NA	1658	1658	2013	2013	ma(fam)	1
mm.musa.332	6	200	377	279.5	60.7	1677	250	2011	2015	visitbritain	2
mm.musa.334	1	3e3	3e3	3e3	NA	3e3	3e3	2004	2004	ma(fam)	1
mm.musa.337	1	15e3	15e3	15e3	NA	15e3	15e3	2013	2013	ma(fam)	1
mm.musa.339	1	14831	14831	14831	NA	14831	14831	2016	2016	ma(fam)	1
mm.musa.341	1	199126	199126	199126	NA	199126	199126	2009	2009	ma(fam)	1
mm.musa.343	1	25e4	25e4	25e4	NA	25e4	25e4	2013	2013	ma(fam)	1
mm.musa.345	1	600	600	600	NA	600	600	2016	2016	ma(fam)	1
mm.musa.349	1	839	839	839	NA	839	839	2011	2011	ma(fam)	1
mm.musa.350	6	10380	16306	13316.2	2679.5	79897	14402	2011	2015	visitbritain	2
mm.musa.351	1	5e4	5e4	5e4	NA	5e4	5e4	2012	2012	ma(fam)	1
mm.musa.352	1	23293	23293	23293	NA	23293	23293	2013	2013	ma(fam)	1
mm.musa.354	1	42e3	42e3	42e3	NA	42e3	42e3	2006	2006	ma(fam)	1
mm.musa.356	1	600	600	600	NA	600	600	2005	2005	ma(fam)	1
mm.musa.362	1	4027	4027	4027	NA	4027	4027	2004	2004	ma(fam)	1
mm.musa.367	1	430	430	430	NA	430	430	2010	2010	ma(fam)	1
mm.musa.368	1	423436	423436	423436	NA	423436	423436	2016	2016	national_trust_annual_report_	1
mm.musa.370	1	3800	3800	3800	NA	3800	3800	2013	2013	ma(fam)	1
mm.musa.374	4	1500	1900	1737.5	170.2	6950	1800	2012	2015	visitbritain	1
mm.musa.377	1	2e3	2e3	2e3	NA	2e3	2e3	2015	2015	ma(fam)	1
mm.musa.388	3	6294	10138	7946.3	1977.9	23839	10138	2014	2015	visitbritain	2
mm.musa.389	5	300	600	465.2	121.1	2326	466	2011	2015	visitbritain	2
mm.musa.392	6	89648	108904	101802.7	7879.6	610816	108761	2011	2015	visitbritain	2
mm.musa.394	1	10351	10351	10351	NA	10351	10351	2016	2016	ma(fam)	1
mm.musa.396	1	22e3	22e3	22e3	NA	22e3	22e3	2014	2014	ma(fam)	1
mm.nimc.006	4	27567	189045	69600.8	79660	278403	189045	2011	2016	nilm(vn)	2
mm.nimc.007	3	6126	7e3	6708.7	504.6	20126	7e3	2011	2013	nilm(vn)	1
mm.nimc.009	3	3500	8259	5253	2615.2	15759	8259	2011	2013	nilm(vn)	1
mm.nimc.013	3	1117	4500	2938.3	1706.4	8815	1117	2011	2013	nilm(vn)	1
mm.nimc.016	3	9134	14635	11331.7	2912.4	33995	9134	2011	2013	nilm(vn)	1
mm.nimc.017	1	1e3	1e3	1e3	NA	1e3	1e3	2013	2013	nilm(vn)	1
mm.nimc.018	1	6592	6592	6592	NA	6592	6592	2013	2013	nilm(vn)	1
mm.nimc.025	3	1500	3126	2064.3	920	6193	1567	2011	2013	nilm(vn)	1
mm.nimc.026	3	40559	50612	46378	5210.6	139134	47963	2011	2013	nilm(vn)	1
mm.nimc.043	4	11803	26328	19717	6101.9	78868	21871	2009	2013	nilm(vn)	2
mm.wiki.016	1	1e3	1e3	1e3	NA	1e3	1e3	2014	2014	ma(fam)	1
mm.wiki.020	4	1601	1908	1687.8	147.2	6751	1601	2012	2015	visitbritain	1
mm.wiki.036	1	2e4	2e4	2e4	NA	2e4	2e4	2013	2013	ma(fam)	1
mm.wiki.039	1	53597	53597	53597	NA	53597	53597	2009	2009	ma(fam)	1
mm.wiki.056	4	5498	32508	18158.8	14457.6	72635	5498	2011	2015	visitbritain	1
mm.wiki.065	5	610083	722906	661569	50956	3307845	622191	2011	2015	visitbritain	1
mm.wiki.074	4	1279	1542	1423.2	122.5	5693	1542	2012	2015	visitbritain	1
mm.wiki.086	1	4300	4300	4300	NA	4300	4300	2015	2015	ma(fam)	1
mm.wiki.097	5	7363	9876	8896.6	1006.3	44483	9733	2011	2015	visitbritain	1
mm.wiki.108	5	5e3	7e3	6100	741.6	30500	7e3	2011	2015	visitbritain	1
mm.wiki.123	5	300	777	524.4	200.6	2622	300	2011	2015	visitbritain	1
mm.wiki.130	5	5518	6154	5835.8	231.8	29179	6154	2011	2015	visitbritain	1
mm.wiki.173	2	613	870	741.5	181.7	1483	870	2014	2015	visitbritain	1
mm.wiki.187	5	22e3	44062	32389	8845.1	161945	44062	2011	2015	visitbritain	1
mm.wiki.190	1	5700	5700	5700	NA	5700	5700	2015	2015	ma(fam)	1
mm.wiki.191	3	3500	4e3	3666.7	288.7	11e3	3500	2011	2015	visitbritain	1
mm.wiki.202	3	22447	30564	25906	4189.2	77718	24707	2011	2015	visitbritain	1
mm.wiki.208	5	88997	112136	98685.4	8659.6	493427	98e3	2011	2015	visitbritain	1
mm.wiki.209	4	595	1500	996.2	376.9	3985	1e3	2012	2015	visitbritain	1
mm.wiki.211	1	1250	1250	1250	NA	1250	1250	2015	2015	visitbritain	1
mm.wiki.219	5	5100	6572	6055.6	564.8	30278	6069	2011	2015	visitbritain	1
mm.wiki.221	1	2613	2613	2613	NA	2613	2613	2011	2011	ma(fam)	1
mm.wiki.237	5	400	1700	708	558	3540	540	2011	2015	visitbritain	1
mm.wiki.239	5	5e4	5e4	5e4	0	25e4	5e4	2011	2015	visitbritain	1
mm.wiki.241	5	486	596	561.2	45.5	2806	596	2011	2015	visitbritain	1
mm.wiki.252	5	900	1e3	960	54.8	4800	900	2011	2015	visitbritain	1
mm.wiki.253	1	60	60	60	NA	60	60	2009	2009	ma(fam)	1
mm.wiki.255	5	41e3	55912	48930.2	6722.3	244651	55912	2011	2015	visitbritain	1
mm.wiki.256	5	8e3	19e3	14735.2	4531.5	73676	17430	2011	2015	visitbritain	1
mm.wiki.260	5	211	551	368.6	168.9	1843	551	2011	2015	visitbritain	1
mm.wiki.262	5	14e3	16e3	15500	866	77500	16e3	2011	2015	visitbritain	1
mm.wiki.263	5	67	157	99.6	36.3	498	157	2011	2015	visitbritain	1
mm.wiki.272	3	249832	252435	251330.7	1345.6	753992	252435	2011	2015	visitbritain	1
mm.wiki.281	5	832	1268	1076.8	165.9	5384	832	2011	2015	visitbritain	1
mm.wiki.304	5	1729	3029	2118.6	523.5	10593	1910	2011	2015	visitbritain	1
mm.wiki.306	2	22355	26470	24412.5	2909.7	48825	26470	2014	2015	visitbritain	1
mm.wiki.308	4	23e3	29200	26050	2660.2	104200	29200	2012	2015	visitbritain	1
mm.wiki.326	1	2e5	2e5	2e5	NA	2e5	2e5	2008	2008	ma(fam)	1
mm.wiki.332	5	2500	3076	2653.8	250	13269	2500	2011	2015	visitbritain	1
mm.wiki.334	1	1500	1500	1500	NA	1500	1500	2015	2015	ma(fam)	1
mm.wiki.348	5	4e3	6500	5850	1054.8	29250	6250	2011	2015	visitbritain	1
mm.wiki.364	5	2200	2819	2508.6	288.5	12543	2295	2011	2015	visitbritain	1
mm.wiki.372	2	2e4	38639	29319.5	13179.8	58639	38639	2005	2012	ma(fam)	1
mm.wiki.373	1	12583	12583	12583	NA	12583	12583	2009	2009	ma(fam)	1
mm.wiki.385	5	6130	8460	7519.6	1039.7	37598	6130	2011	2015	visitbritain	1
mm.wiki.396	3	2572	2742	2639	90.5	7917	2742	2013	2015	visitbritain	1
mm.wiki.397	2	198	210	204	8.5	408	210	2014	2015	visitbritain	1
mm.wiki.428	1	19096	19096	19096	NA	19096	19096	2007	2007	ma(fam)	1
mm.wiki.435	1	23e3	23e3	23e3	NA	23e3	23e3	2004	2004	ma(fam)	1
mm.wiki.468	1	1e4	1e4	1e4	NA	1e4	1e4	2002	2002	scottish_national_audit	1
mm.wiki.472	1	1204285	1204285	1204285	NA	1204285	1204285	2002	2002	scottish_national_audit	1
mm.wiki.485	1	491	491	491	NA	491	491	2002	2002	scottish_national_audit	1
mm.wiki.487	1	1800	1800	1800	NA	1800	1800	2002	2002	scottish_national_audit	1
mm.wiki.488	1	1200	1200	1200	NA	1200	1200	2014	2014	ma(fam)	1
mm.wiki.491	1	4573	4573	4573	NA	4573	4573	2002	2002	scottish_national_audit	1
mm.wiki.504	1	5e3	5e3	5e3	NA	5e3	5e3	2016	2016	ma(fam)	1
