project_id	OA_GSS	country_name	region_gss	region_name	lad16_gss	lad16_name	OA_GSS	RUC_CODE
mm.domus.WA063	W00004898	Wales	W92000004	Wales	W06000012	Neath Port Talbot	W00004898	E1
mm.domus.WA071	W00005314	Wales	W92000004	Wales	W06000013	Bridgend	W00005314	C1
mm.ace.1144	E00038111	England	E12000003	Yorkshire and The Humber	E08000017	Doncaster	E00038111	B1
mm.ace.1119	E00039189	England	E12000003	Yorkshire and The Humber	E08000018	Rotherham	E00039189	B1
mm.domus.SE277	E00086586	England	E12000008	South East	E06000045	Southampton	E00086586	C1
mm.wiki.104	E00065544	England	E12000003	Yorkshire and The Humber	E06000011	East Riding of Yorkshire	E00065544	F1
mm.domus.SE246	E00080065	England	E12000006	East of England	E06000033	Southend-on-Sea	E00080065	C1
mm.domus.SE195	E00080382	England	E12000006	East of England	E06000033	Southend-on-Sea	E00080382	C1
mm.domus.SE492	E00080139	England	E12000006	East of England	E06000033	Southend-on-Sea	E00080139	C1
mm.domus.SE343	E00086477	England	E12000008	South East	E06000044	Portsmouth	E00086477	C1
mm.wiki.173	E00017512	England	E12000007	London	E09000024	Merton	E00017512	A1
mm.hha.098	E00137595	England	E12000004	East Midlands	E07000152	East Northamptonshire	E00137595	F1
mm.domus.SE430	E00154466	England	E12000006	East of England	E07000206	Waveney	E00154466	D1
mm.misc.123	E00154464	England	E12000006	East of England	E07000206	Waveney	E00154464	D1
mm.ace.1275	E00133377	England	E12000004	East Midlands	E07000140	South Holland	E00133377	C1
mm.domus.NW171	E00034155	England	E12000002	North West	E08000012	Liverpool	E00034155	A1
mm.domus.SE422	E00156738	England	E12000008	South East	E07000213	Spelthorne	E00156738	A1
mm.wiki.174	E00023937	England	E12000007	London	E09000033	Westminster	E00023937	A1
mm.domus.SE606	E00125390	England	E12000008	South East	E07000114	Thanet	E00125390	E1
mm.domus.WM092	E00072164	England	E12000005	West Midlands	E06000021	Stoke-on-Trent	E00072164	C1
mm.domus.NI020	N00002127	Northern Ireland	N92000002	Northern Ireland	N09000009	Mid Ulster	N00002127	NA
mm.domus.YH138	E00170745	England	E12000003	Yorkshire and The Humber	E06000010	Kingston upon Hull, City of	E00170745	C1
mm.domus.SW127	E00174240	England	E12000009	South West	E06000023	Bristol, City of	E00174240	C1
mm.domus.SW184	E00095184	England	E12000009	South West	E06000052	Cornwall	E00095184	D1
mm.aim.0931	E00120224	England	E12000006	East of England	E07000240	St Albans	E00120224	C1
mm.misc.124	E00120496	England	E12000006	East of England	E07000240	St Albans	E00120496	C1
mm.Mus70Cal.027	S00111174	Scotland	S92000003	Scotland	S12000015	Fife	S00111174	NA
mm.domus.SC255	S00111153	Scotland	S92000003	Scotland	S12000015	Fife	S00111153	NA
mm.domus.SC245	S00111170	Scotland	S92000003	Scotland	S12000015	Fife	S00111170	NA
mm.musa.319	W00001313	Wales	W92000004	Wales	W06000004	Denbighshire	W00001313	D1
mm.musa.320	E00122100	England	E12000008	South East	E07000106	Canterbury	E00122100	C1
mm.domus.SE461	E00117081	England	E12000008	South East	E07000091	New Forest	E00117081	C1
mm.ace.1211	E00000026	England	E12000007	London	E09000001	City of London	E00000026	A1
mm.musa.321	E00000025	England	E12000007	London	E09000001	City of London	E00000025	A1
mm.misc.157	S00103316	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00103316	NA
mm.domus.WA087	W00010221	Wales	W92000004	Wales	W06000015	Cardiff	W00010221	E1
mm.musa.322	E00096066	England	E12000009	South West	E06000052	Cornwall	E00096066	D1
mm.fcm.235	E00136033	England	E12000006	East of England	E07000147	North Norfolk	E00136033	C1
mm.musa.323	E00070724	England	E12000005	West Midlands	E06000019	Herefordshire, County of	E00070724	C1
mm.domus.WM017	E00159679	England	E12000005	West Midlands	E07000222	Warwick	E00159679	C1
mm.aim.0925	E00132699	England	E12000004	East Midlands	E07000138	Lincoln	E00132699	C1
mm.domus.SE188	E00123046	England	E12000008	South East	E07000108	Dover	E00123046	D1
mm.domus.NW156	NA	NA	NA	NA	NA	NA	NA	NA
mm.hha.027	E00161230	England	E12000008	South East	E07000227	Horsham	E00161230	D1
mm.musa.325	E00043390	England	E12000001	North East	E08000022	North Tyneside	E00043390	A1
mm.musa.326	E00095167	England	E12000009	South West	E06000052	Cornwall	E00095167	D1
mm.domus.SW203	E00095933	England	E12000009	South West	E06000052	Cornwall	E00095933	E1
mm.domus.SC133	S00116652	Scotland	S92000003	Scotland	S12000046	Glasgow City	S00116652	NA
mm.domus.SE504	E00091748	England	E12000006	East of England	E07000011	Huntingdonshire	E00091748	C1
mm.domus.SW091	E00101308	England	E12000009	South West	E07000041	Exeter	E00101308	C1
mm.wiki.170	E00000024	England	E12000007	London	E09000001	City of London	E00000024	A1
mm.mgs.333	S00088963	Scotland	S92000003	Scotland	S12000033	Aberdeen City	S00088963	NA
mm.domus.SC268	S00095805	Scotland	S92000003	Scotland	S12000026	Scottish Borders	S00095805	NA
mm.ace.1285	E00136190	England	E12000006	East of England	E07000147	North Norfolk	E00136190	E2
mm.wiki.462	S00093079	Scotland	S92000003	Scotland	S12000041	Angus	S00093079	NA
mm.misc.197	W00001634	Wales	W92000004	Wales	W06000005	Flintshire	W00001634	C1
mm.mgs.384	S00118031	Scotland	S92000003	Scotland	S12000017	Highland	S00118031	NA
mm.domus.WM104	E00151530	England	E12000005	West Midlands	E07000197	Stafford	E00151530	C1
mm.domus.WM101	E00151388	England	E12000005	West Midlands	E07000197	Stafford	E00151388	F1
mm.domus.SE360	E00090923	England	E12000006	East of England	E07000009	East Cambridgeshire	E00090923	C1
mm.ace.1183	E00029152	England	E12000002	North West	E08000007	Stockport	E00029152	A1
mm.fcm.239	E00136147	England	E12000006	East of England	E07000147	North Norfolk	E00136147	D1
mm.domus.SE558	E00161828	England	E12000008	South East	E07000228	Mid Sussex	E00161828	F1
mm.hha.090	E00130950	England	E12000004	East Midlands	E07000131	Harborough	E00130950	E1
mm.domus.SE359	E00083471	England	E12000008	South East	E06000040	Windsor and Maidenhead	E00083471	C1
mm.musa.328	E00112227	England	E12000006	East of England	E07000077	Uttlesford	E00112227	D1
mm.hha.028	E00160683	England	E12000008	South East	E07000225	Chichester	E00160683	F1
mm.hha.057	E00114219	England	E12000009	South West	E07000083	Tewkesbury	E00114219	F1
mm.domus.SW069	E00078787	England	E12000009	South West	E06000030	Swindon	E00078787	C1
mm.domus.SE496	E00000994	England	E12000007	London	E09000003	Barnet	E00000994	A1
mm.domus.NE031	E00043074	England	E12000001	North East	E08000022	North Tyneside	E00043074	A1
mm.domus.SE358	E00120644	England	E12000006	East of England	E07000243	Stevenage	E00120644	C1
mm.misc.154	S00100846	Scotland	S92000003	Scotland	S12000008	East Ayrshire	S00100846	NA
mm.domus.SE357	E00161583	England	E12000008	South East	E07000227	Horsham	E00161583	D1
mm.domus.SC192	S00133256	Scotland	S92000003	Scotland	S12000030	Stirling	S00133256	NA
mm.hha.049	E00103540	England	E12000009	South West	E07000050	North Dorset	E00103540	E1
mm.domus.NW192	E00029744	England	E12000002	North West	E08000007	Stockport	E00029744	A1
mm.domus.NW017	E00029743	England	E12000002	North West	E08000007	Stockport	E00029743	A1
mm.domus.SE356	E00079549	England	E12000006	East of England	E06000032	Luton	E00079549	C1
mm.aim.0941	E00122676	England	E12000008	South East	E07000107	Dartford	E00122676	A1
mm.wiki.429	W00000178	Wales	W92000004	Wales	W06000001	Isle of Anglesey	W00000178	E1
mm.misc.159	E00163088	England	E12000009	South West	E06000054	Wiltshire	E00163088	F1
mm.wiki.365	E00159645	England	E12000005	West Midlands	E07000222	Warwick	E00159645	E1
mm.musa.329	E00130342	England	E12000004	East Midlands	E07000130	Charnwood	E00130342	F1
mm.wiki.313	E00146071	England	E12000008	South East	E07000179	South Oxfordshire	E00146071	E1
mm.domus.WA006	W00000318	Wales	W92000004	Wales	W06000002	Gwynedd	W00000318	C1
mm.aim.0943	E00088099	England	E12000006	East of England	E06000056	Central Bedfordshire	E00088099	D1
mm.domus.NW163	E00097836	England	E12000002	North West	E07000031	South Lakeland	E00097836	E1
mm.domus.SW221	E00163409	England	E12000009	South West	E06000054	Wiltshire	E00163409	F1
mm.misc.125	E00111249	England	E12000006	East of England	E07000074	Maldon	E00111249	E1
mm.hha.007	E00169157	England	E12000008	South East	E07000004	Aylesbury Vale	E00169157	F1
mm.domus.SC307	S00094031	Scotland	S92000003	Scotland	S12000035	Argyll and Bute	S00094031	NA
mm.hha.184	W00003601	Wales	W92000004	Wales	W06000010	Carmarthenshire	W00003601	C1
mm.domus.SE105	E00173827	England	E12000006	East of England	E07000148	Norwich	E00173827	C1
mm.domus.SC065	S00097548	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00097548	NA
mm.hha.010	E00114370	England	E12000008	South East	E07000084	Basingstoke and Deane	E00114370	F1
mm.wiki.366	E00172292	England	E12000005	West Midlands	E07000221	Stratford-on-Avon	E00172292	C1
mm.domus.SC194	S00118117	Scotland	S92000003	Scotland	S12000017	Highland	S00118117	NA
mm.ace.1258	E00019542	England	E12000007	London	E09000027	Richmond upon Thames	E00019542	A1
mm.domus.YH136	E00170764	England	E12000003	Yorkshire and The Humber	E06000010	Kingston upon Hull, City of	E00170764	C1
mm.wiki.016	E00091068	England	E12000006	East of England	E07000009	East Cambridgeshire	E00091068	D1
mm.domus.NW068	E00092689	England	E12000002	North West	E06000050	Cheshire West and Chester	E00092689	F1
mm.domus.SC195	S00126002	Scotland	S92000003	Scotland	S12000023	Orkney Islands	S00126002	NA
mm.wiki.290	E00134719	England	E12000006	East of England	E07000144	Broadland	E00134719	E1
mm.ace.1103	E00098187	England	E12000004	East Midlands	E07000032	Amber Valley	E00098187	C1
mm.wiki.045	E00094758	England	E12000009	South West	E06000052	Cornwall	E00094758	D1
mm.domus.SW167	E00103706	England	E12000009	South West	E07000050	North Dorset	E00103706	D1
mm.domus.EM086	E00174335	England	E12000004	East Midlands	E07000035	Derbyshire Dales	E00174335	E1
mm.wiki.352	E00152471	England	E12000006	East of England	E07000200	Babergh	E00152471	C1
mm.hha.058	E00169005	England	E12000009	South West	E07000083	Tewkesbury	E00169005	F1
mm.domus.NW104	E00033048	England	E12000002	North West	E08000012	Liverpool	E00033048	A1
mm.ace.1252	E00153637	England	E12000006	East of England	E07000204	St Edmundsbury	E00153637	C1
mm.wiki.353	E00153989	England	E12000006	East of England	E07000205	Suffolk Coastal	E00153989	E1
mm.hha.105	E00070616	England	E12000005	West Midlands	E06000019	Herefordshire, County of	E00070616	F1
mm.domus.EM006	E00138917	England	E12000004	East Midlands	E07000155	South Northamptonshire	E00138917	E1
mm.domus.SC196	S00123771	Scotland	S92000003	Scotland	S12000044	North Lanarkshire	S00123771	NA
mm.domus.NE032	E00044835	England	E12000001	North East	E08000024	Sunderland	E00044835	A1
mm.aim82NM.010	E00066020	England	E12000003	Yorkshire and The Humber	E06000011	East Riding of Yorkshire	E00066020	F1
mm.aim.0951	E00087440	England	E12000008	South East	E06000046	Isle of Wight	E00087440	E1
mm.ace.1122	E00071379	England	E12000005	West Midlands	E06000020	Telford and Wrekin	E00071379	C1
mm.mgs.301	S00104709	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00104709	NA
mm.aim.0338	E00156191	England	E12000008	South East	E07000211	Reigate and Banstead	E00156191	C1
mm.domus.SE353	E00157057	England	E12000008	South East	E07000214	Surrey Heath	E00157057	C1
mm.wiki.360	E00155454	England	E12000008	South East	E07000209	Guildford	E00155454	C1
mm.domus.SE456	E00106137	England	E12000008	South East	E07000061	Eastbourne	E00106137	C1
mm.musa.332	E00107693	England	E12000008	South East	E07000065	Wealden	E00107693	D1
mm.misc.126	E00154081	England	E12000006	East of England	E07000205	Suffolk Coastal	E00154081	F1
mm.domus.SE523	E00008620	England	E12000007	London	E09000012	Hackney	E00008620	A1
mm.hha.128	E00140535	England	E12000003	Yorkshire and The Humber	E07000164	Hambleton	E00140535	E1
mm.domus.SE135	E00134446	England	E12000006	East of England	E07000143	Breckland	E00134446	D1
mm.ace.1096	E00145223	England	E12000008	South East	E07000177	Cherwell	E00145223	E1
mm.musa.334	E00141397	England	E12000003	Yorkshire and The Humber	E07000166	Richmondshire	E00141397	E2
mm.domus.SW169	E00103835	England	E12000009	South West	E07000051	Purbeck	E00103835	C1
mm.aim.1206	E00103830	England	E12000009	South West	E07000051	Purbeck	E00103830	C1
mm.misc.016	W00004552	Wales	W92000004	Wales	W06000011	Swansea	W00004552	C1
mm.domus.WA033	W00003990	Wales	W92000004	Wales	W06000011	Swansea	W00003990	C1
mm.domus.SW070	E00078374	England	E12000009	South West	E06000030	Swindon	E00078374	C1
mm.domus.SE352	E00146492	England	E12000008	South East	E07000181	West Oxfordshire	E00146492	E1
mm.wiki.430	W00000108	Wales	W92000004	Wales	W06000001	Isle of Anglesey	W00000108	E2
mm.hha.002	E00013336	England	E12000007	London	E09000018	Hounslow	E00013336	A1
mm.domus.WA099	W00000849	Wales	W92000004	Wales	W06000003	Conwy	W00000849	E1
mm.wiki.300	E00139161	England	E12000004	East Midlands	E07000156	Wellingborough	E00139161	E1
mm.domus.NW143	E00093869	England	E12000002	North West	E06000049	Cheshire East	E00093869	D1
mm.wiki.431	W00000194	Wales	W92000004	Wales	W06000001	Isle of Anglesey	W00000194	F1
mm.domus.SC269	S00135089	Scotland	S92000003	Scotland	S12000013	Na h-Eileanan Siar	S00135089	NA
mm.domus.SC273	S00135069	Scotland	S92000003	Scotland	S12000013	Na h-Eileanan Siar	S00135069	NA
mm.domus.SC197	S00118890	Scotland	S92000003	Scotland	S12000017	Highland	S00118890	NA
mm.domus.SC290	S00103316	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00103316	NA
mm.wiki.087	E00102900	England	E12000009	South West	E07000047	West Devon	E00102900	E1
mm.domus.NW189	E00030152	England	E12000002	North West	E08000008	Tameside	E00030152	A1
mm.domus.WM024	E00152039	England	E12000005	West Midlands	E07000199	Tamworth	E00152039	C1
mm.domus.NE048	E00042832	England	E12000001	North East	E08000021	Newcastle upon Tyne	E00042832	A1
mm.domus.SE565	E00160846	England	E12000008	South East	E07000225	Chichester	E00160846	D1
mm.domus.SC198	S00128994	Scotland	S92000003	Scotland	S12000027	Shetland Islands	S00128994	NA
mm.domus.SW131	E00166076	England	E12000009	South West	E07000051	Purbeck	E00166076	E1
mm.misc.107	E00071449	England	E12000005	West Midlands	E06000020	Telford and Wrekin	E00071449	F1
mm.mgs.282	S00117962	Scotland	S92000003	Scotland	S12000017	Highland	S00117962	NA
mm.domus.SE017	E00024030	England	E12000007	London	E09000033	Westminster	E00024030	A1
mm.domus.NW099	E00033012	England	E12000002	North West	E08000012	Liverpool	E00033012	A1
mm.ace.1136	E00019773	England	E12000007	London	E09000028	Southwark	E00019773	A1
mm.domus.SW170	E00096069	England	E12000009	South West	E06000052	Cornwall	E00096069	D1
mm.domus.EM090	E00132214	England	E12000004	East Midlands	E07000137	East Lindsey	E00132214	D1
mm.domus.NW180	E00094122	England	E12000002	North West	E06000049	Cheshire East	E00094122	E1
mm.ace.1154	E00103008	England	E12000009	South West	E07000047	West Devon	E00103008	F1
mm.mgs.372	S00098484	Scotland	S92000003	Scotland	S12000042	Dundee City	S00098484	NA
mm.musa.335	E00104049	England	E12000009	South West	E07000052	West Dorset	E00104049	C1
mm.aim82M.044	E00062216	England	E12000001	North East	E06000005	Darlington	E00062216	C1
mm.musa.337	W00002837	Wales	W92000004	Wales	W06000008	Ceredigion	W00002837	E2
mm.domus.SW103	E00102657	England	E12000009	South West	E07000045	Teignbridge	E00102657	C1
mm.domus.SW207	E00096029	England	E12000009	South West	E06000052	Cornwall	E00096029	E2
mm.domus.YH007	E00057556	England	E12000003	Yorkshire and The Humber	E08000035	Leeds	E00057556	A1
mm.domus.WM009	E00164322	England	E12000005	West Midlands	E07000235	Malvern Hills	E00164322	F1
mm.domus.WA064	W00003337	Wales	NA	NA	W06000009	Pembrokeshire	W00003337	D2
mm.musa.339	S00117563	Scotland	S92000003	Scotland	S12000046	Glasgow City	S00117563	NA
mm.domus.SE372	E00121974	England	E12000008	South East	E07000105	Ashford	E00121974	D1
mm.misc.148	E00104049	England	E12000009	South West	E07000052	West Dorset	E00104049	C1
mm.domus.SW181	E00112931	England	E12000009	South West	E07000079	Cotswold	E00112931	D1
mm.wiki.146	E00114199	England	E12000009	South West	E07000083	Tewkesbury	E00114199	C1
mm.domus.SW135	E00114196	England	E12000009	South West	E07000083	Tewkesbury	E00114196	C1
mm.domus.YH073	E00058809	England	E12000003	Yorkshire and The Humber	E08000035	Leeds	E00058809	A1
mm.ace.1210	E00146014	England	E12000008	South East	E07000179	South Oxfordshire	E00146014	C1
mm.musa.340	E00021615	England	E12000007	London	E09000030	Tower Hamlets	E00021615	A1
mm.musa.154	E00112258	England	E12000006	East of England	E07000077	Uttlesford	E00112258	D1
mm.wiki.424	N00004387	Northern Ireland	N92000002	Northern Ireland	N09000006	Fermanagh and Omagh	N00004387	NA
mm.domus.WM025	E00164957	England	E12000005	West Midlands	E07000238	Wychavon	E00164957	C1
mm.domus.SW107	E00072611	England	E12000009	South West	E06000022	Bath and North East Somerset	E00072611	E1
mm.aim.0981	E00094185	England	E12000002	North West	E06000049	Cheshire East	E00094185	C1
mm.aim.0952	E00156861	England	E12000008	South East	E07000214	Surrey Heath	E00156861	D1
mm.domus.NI024	N00000369	Northern Ireland	N92000002	Northern Ireland	N09000002	Armagh City Banbridge and Craigavon	N00000369	NA
mm.wiki.301	E00139242	England	E12000001	North East	E06000057	Northumberland	E00139242	F2
mm.domus.NW002	E00097449	England	E12000002	North West	E07000029	Copeland	E00097449	C1
mm.wiki.272	E00033012	England	E12000002	North West	E08000012	Liverpool	E00033012	A1
mm.MDN.017	N00001418	Northern Ireland	N92000002	Northern Ireland	N09000003	Belfast	N00001418	NA
mm.aim.0994	E00130404	England	E12000004	East Midlands	E07000130	Charnwood	E00130404	C1
mm.domus.SW197	E00101132	England	E12000009	South West	E07000041	Exeter	E00101132	C1
mm.aim.1153	E00148101	England	E12000009	South West	E07000187	Mendip	E00148101	C1
mm.misc.149	S00135130	Scotland	S92000003	Scotland	S12000013	Na h-Eileanan Siar	S00135130	NA
mm.domus.EM083	E00130840	England	E12000004	East Midlands	E07000131	Harborough	E00130840	E1
mm.misc.062	E00150328	England	E12000005	West Midlands	E07000194	Lichfield	E00150328	C1
mm.aim.1004	E00132232	England	E12000004	East Midlands	E07000137	East Lindsey	E00132232	F1
mm.aim.1005	E00161877	England	E12000008	South East	E07000228	Mid Sussex	E00161877	C1
mm.misc.076	E00056184	England	E12000003	Yorkshire and The Humber	E08000034	Kirklees	E00056184	A1
mm.misc.022	E00121890	England	E12000008	South East	E07000105	Ashford	E00121890	E1
mm.wiki.495	S00129001	Scotland	S92000003	Scotland	S12000027	Shetland Islands	S00129001	NA
mm.domus.SW017	E00095633	England	E12000009	South West	E06000052	Cornwall	E00095633	D2
mm.wiki.478	S00119274	Scotland	S92000003	Scotland	S12000017	Highland	S00119274	NA
mm.aim.1017	E00107885	England	E12000006	East of England	E07000066	Basildon	E00107885	C1
mm.aim.1020	E00013430	England	E12000007	London	E09000019	Islington	E00013430	A1
mm.domus.WM074	E00071088	England	E12000005	West Midlands	E06000019	Herefordshire, County of	E00071088	C1
mm.aim.1022	E00156630	England	E12000008	South East	E07000213	Spelthorne	E00156630	A1
mm.aim.1023	E00171549	England	E12000007	London	E09000022	Lambeth	E00171549	A1
mm.domus.SE076	E00014101	England	E12000007	London	E09000020	Kensington and Chelsea	E00014101	A1
mm.misc.100	W00003294	Wales	W92000004	Wales	W06000009	Pembrokeshire	W00003294	D2
mm.ace.1214	E00084117	England	E12000008	South East	E06000041	Wokingham	E00084117	C1
mm.ace.324	E00173640	England	E12000004	East Midlands	E07000138	Lincoln	E00173640	C1
mm.domus.WM011	E00164713	England	E12000005	West Midlands	E07000237	Worcester	E00164713	C1
mm.misc.162	E00065498	England	E12000003	Yorkshire and The Humber	E06000011	East Riding of Yorkshire	E00065498	F1
mm.mald.007	W00009979	Wales	W92000004	Wales	W06000001	Isle of Anglesey	W00009979	D2
mm.misc.008	E00141517	England	E12000003	Yorkshire and The Humber	E07000167	Ryedale	E00141517	C1
mm.ace.1225	E00141096	England	E12000003	Yorkshire and The Humber	E07000165	Harrogate	E00141096	C1
mm.aim.1026	E00048664	England	E12000005	West Midlands	E08000026	Coventry	E00048664	C1
mm.domus.YH052	E00140380	England	E12000003	Yorkshire and The Humber	E07000163	Craven	E00140380	C1
mm.misc.066	S00097328	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00097328	NA
mm.wiki.432	W00010127	Wales	W92000004	Wales	W06000015	Cardiff	W00010127	C1
mm.misc.010	E00087556	England	E12000008	South East	E06000046	Isle of Wight	E00087556	C1
mm.aim.1040	E00072124	England	E12000005	West Midlands	E06000021	Stoke-on-Trent	E00072124	C1
mm.domus.YH151	E00055247	England	E12000003	Yorkshire and The Humber	E08000033	Calderdale	E00055247	A1
mm.aim.1042	E00153401	England	E12000006	East of England	E07000204	St Edmundsbury	E00153401	E1
mm.domus.SE506	E00013944	England	E12000007	London	E09000019	Islington	E00013944	A1
mm.aim.1097	E00103762	England	E12000009	South West	E07000051	Purbeck	E00103762	F1
mm.domus.SE020	E00008159	England	E12000007	London	E09000011	Greenwich	E00008159	A1
mm.domus.SE505	E00092288	England	E12000006	East of England	E07000012	South Cambridgeshire	E00092288	E1
mm.aim.1051	E00129702	England	E12000002	North West	E07000128	Wyre	E00129702	D1
mm.domus.WM057	E00164147	England	E12000005	West Midlands	E07000235	Malvern Hills	E00164147	F1
mm.domus.SE370	E00174679	England	E12000007	London	E09000007	Camden	E00174679	A1
mm.musa.341	S00107624	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00107624	NA
mm.domus.NW115	E00025436	England	E12000002	North West	E08000002	Bury	E00025436	A1
mm.ace.1254	E00021628	England	E12000007	London	E09000030	Tower Hamlets	E00021628	A1
mm.domus.SE001	E00015184	England	E12000007	London	E09000022	Lambeth	E00015184	A1
mm.wiki.382	E00060121	England	E12000003	Yorkshire and The Humber	E08000036	Wakefield	E00060121	A1
mm.mgs.343	S00103352	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00103352	NA
mm.domus.YH061	E00141418	England	E12000003	Yorkshire and The Humber	E07000166	Richmondshire	E00141418	D1
mm.domus.NW039	E00063922	England	E12000002	North West	E06000009	Blackpool	E00063922	C1
mm.ace.1123	E00118200	England	E12000008	South East	E07000094	Winchester	E00118200	C1
mm.aim.1068	NA	NA	NA	NA	NA	NA	NA	NA
mm.domus.EM105	E00169458	England	E12000004	East Midlands	E06000016	Leicester	E00169458	C1
mm.domus.SE562	E00118200	England	E12000008	South East	E07000094	Winchester	E00118200	C1
mm.wiki.448	W00002540	Wales	W92000004	Wales	W06000023	Powys	W00002540	F2
mm.aim.1071	S00133384	Scotland	S92000003	Scotland	S12000030	Stirling	S00133384	NA
mm.ace.1247	E00176619	England	E12000002	North West	E08000012	Liverpool	E00176619	A1
mm.hha.110	E00151797	England	E12000005	West Midlands	E07000198	Staffordshire Moorlands	E00151797	E1
mm.domus.SW160	E00074829	England	E12000009	South West	E06000024	North Somerset	E00074829	C1
mm.mgs.383	S00094575	Scotland	S92000003	Scotland	S12000035	Argyll and Bute	S00094575	NA
mm.ace.1148	E00139849	England	E12000001	North East	E06000057	Northumberland	E00139849	E2
mm.ace.380	E00173773	England	E12000006	East of England	E06000055	Bedford	E00173773	C1
mm.mgs.390	S00117903	Scotland	S92000003	Scotland	S12000017	Highland	S00117903	NA
mm.domus.SC178	S00117792	Scotland	S92000003	Scotland	S12000017	Highland	S00117792	NA
mm.musa.342	S00094449	Scotland	S92000003	Scotland	S12000035	Argyll and Bute	S00094449	NA
mm.misc.005	E00083656	England	E12000008	South East	E06000040	Windsor and Maidenhead	E00083656	D1
mm.aim.1080	E00157942	England	E12000008	South East	E07000217	Woking	E00157942	A1
mm.musa.343	E00123768	England	E12000008	South East	E07000110	Maidstone	E00123768	F1
mm.wiki.055	E00097573	England	E12000002	North West	E07000030	Eden	E00097573	D2
mm.domus.SE058	E00023930	England	E12000007	London	E09000033	Westminster	E00023930	A1
mm.domus.NI010	N00003040	Northern Ireland	N92000002	Northern Ireland	N09000006	Fermanagh and Omagh	N00003040	NA
mm.aim.1089	E00147676	England	E12000005	West Midlands	E06000051	Shropshire	E00147676	D1
mm.domus.SC037	S00095534	Scotland	S92000003	Scotland	S12000026	Scottish Borders	S00095534	NA
mm.domus.SC011	S00095439	Scotland	S92000003	Scotland	S12000026	Scottish Borders	S00095439	NA
mm.aim.1091	E00009662	England	E12000007	London	E09000013	Hammersmith and Fulham	E00009662	A1
mm.aim.1093	E00176629	England	E12000002	North West	E08000012	Liverpool	E00176629	A1
mm.aim.1095	E00124108	England	E12000008	South East	E07000111	Sevenoaks	E00124108	D1
mm.domus.YH069	E00067445	England	E12000003	Yorkshire and The Humber	E06000014	York	E00067445	C1
mm.wiki.013	E00167063	England	E12000006	East of England	E07000008	Cambridge	E00167063	C1
mm.domus.NE001	E00042825	England	E12000001	North East	E08000021	Newcastle upon Tyne	E00042825	A1
mm.ace.1198	E00157853	England	E12000008	South East	E07000217	Woking	E00157853	A1
mm.domus.SE319	E00012764	England	E12000007	London	E09000018	Hounslow	E00012764	A1
mm.ace.1246	E00172920	England	E12000002	North West	E08000006	Salford	E00172920	A1
mm.fcm.155	E00159224	England	E12000005	West Midlands	E07000221	Stratford-on-Avon	E00159224	C1
mm.domus.NW145	E00175812	England	E12000002	North West	E08000003	Manchester	E00175812	A1
mm.wiki.014	E00091826	England	E12000006	East of England	E07000011	Huntingdonshire	E00091826	C1
mm.domus.SE337	E00086047	England	E12000008	South East	E06000044	Portsmouth	E00086047	C1
mm.domus.SC232	S00098441	Scotland	S92000003	Scotland	S12000042	Dundee City	S00098441	NA
mm.aim.1111	E00153203	England	E12000006	East of England	E07000203	Mid Suffolk	E00153203	E1
mm.domus.SC022	S00093456	Scotland	S92000003	Scotland	S12000041	Angus	S00093456	NA
mm.wiki.399	E00162515	England	E12000009	South West	E06000054	Wiltshire	E00162515	D1
mm.domus.SW057	E00114194	England	E12000009	South West	E07000083	Tewkesbury	E00114194	C1
mm.domus.WM007	E00164648	England	E12000005	West Midlands	E07000237	Worcester	E00164648	C1
mm.misc.032	E00125207	England	E12000008	South East	E07000114	Thanet	E00125207	C1
mm.aim.1115	E00104064	England	E12000009	South West	E07000052	West Dorset	E00104064	C1
mm.aim.1117	E00135950	England	E12000006	East of England	E07000147	North Norfolk	E00135950	E2
mm.aim.1196	E00110002	England	E12000006	East of England	E07000071	Colchester	E00110002	E1
mm.wiki.422	N00002607	Northern Ireland	N92000002	Northern Ireland	N09000005	Derry City and Strabane	N00002607	NA
mm.domus.EM047	E00138038	England	E12000004	East Midlands	E07000154	Northampton	E00138038	C1
mm.domus.SE445	E00174772	England	E12000007	London	E09000019	Islington	E00174772	A1
mm.aim.1131	E00155436	England	E12000008	South East	E07000209	Guildford	E00155436	C1
mm.domus.SC171	S00098264	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00098264	NA
mm.domus.SE082	E00012764	England	E12000007	London	E09000018	Hounslow	E00012764	A1
mm.wiki.426	N00004437	Northern Ireland	N92000002	Northern Ireland	N09000006	Fermanagh and Omagh	N00004437	NA
mm.aim.1136	E00149906	England	E12000005	West Midlands	E07000193	East Staffordshire	E00149906	C1
mm.aim.1138	E00144252	England	E12000004	East Midlands	E07000175	Newark and Sherwood	E00144252	F1
mm.misc.007	E00175378	England	E12000008	South East	E06000042	Milton Keynes	E00175378	C1
mm.misc.120	E00119258	England	E12000006	East of England	E07000242	East Hertfordshire	E00119258	F1
