project_id	LSOA_GSS	combined_idx_dec	income	employment	education	health	crime	housing	services	country
mm.musa.163	E01021998	2	2	2	2	4	1	1	9	england
mm.musa.164	E01021997	1	2	1	1	2	2	1	6	england
mm.musa.165	E01021998	2	2	2	2	4	1	1	9	england
mm.domus.SE300	E01030933	9	7	9	8	10	9	9	8	england
mm.domus.SE490	E01021002	4	4	4	4	5	2	3	7	england
mm.domus.SE298	E01020992	1	1	1	2	1	2	1	5	england
mm.domus.NW191	E01005822	1	1	1	2	1	1	2	8	england
mm.domus.SE554	E01030467	10	10	10	10	10	10	8	4	england
mm.wiki.208	E01023926	10	10	10	10	10	9	9	5	england
mm.musa.166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.domus.SE297	E01022954	10	9	9	10	9	7	8	5	england
mm.wiki.131	E01021284	10	10	10	7	9	10	10	6	england
mm.domus.WA103	W01000568	3	3	3	6	3	1	2	8	wales
mm.aim.0420	E01002353	6	6	6	6	8	2	5	4	england
mm.domus.SC145	S01012368	7	7	6	8	7	8	9	2	scotland
mm.wiki.053	E01019356	5	9	9	8	8	8	1	1	england
mm.domus.NW057	E01025040	8	9	8	7	5	6	4	9	england
mm.wiki.033	E01018983	6	5	6	6	6	9	5	3	england
mm.aim.0422	E01029164	7	8	9	7	9	9	2	3	england
mm.wiki.259	E01013251	9	9	8	8	9	8	7	4	england
mm.domus.NE066	E01012354	1	1	1	2	1	2	2	9	england
mm.aim.0423	95PP20W1	3	2	4	5	4	1	5	5	northern_ireland
mm.aim.0425	E01019880	10	10	9	10	10	8	8	10	england
mm.aim.1223	E01002192	9	8	10	10	9	5	7	5	england
mm.domus.NE040	E01027381	4	6	5	7	8	10	1	1	england
mm.domus.NW011	E01005160	3	4	3	6	2	1	2	6	england
mm.wiki.190	E01005160	3	4	3	6	2	1	2	6	england
mm.musa.168	E01021164	7	8	8	8	10	10	3	1	england
mm.wiki.260	E01026200	8	7	7	6	8	10	9	4	england
mm.musa.169	E01026200	8	7	7	6	8	10	9	4	england
mm.hha.071	E01021398	6	9	9	9	10	10	1	1	england
mm.domus.YH058	E01013095	6	6	5	7	5	4	4	10	england
mm.domus.NW079	E01019129	7	9	7	8	4	6	10	2	england
mm.wiki.201	E01014054	5	7	8	9	9	9	1	1	england
mm.ace.1228	E01027780	6	8	8	5	10	9	1	1	england
mm.domus.SW172	E01018885	4	4	4	5	3	4	3	5	england
mm.domus.SE293	E01031641	10	9	10	10	9	7	7	7	england
mm.wiki.363	E01031202	10	8	9	9	8	6	6	10	england
mm.MDN.010	E01033010	3	10	10	3	3	1	1	1	england
mm.misc.127	E01023496	3	5	2	5	6	8	2	1	england
mm.domus.YH116	E01010887	7	9	8	9	8	6	1	3	england
mm.domus.SE162	E01028521	7	10	10	9	9	2	1	6	england
mm.domus.SE376	E01032797	7	10	10	10	10	2	1	5	england
mm.domus.SC218	S01006671	9	10	10	6	10	8	2	4	scotland
mm.domus.WM058	E01009642	2	6	8	3	1	2	1	1	england
mm.domus.WM108	E01014010	3	3	4	3	3	2	1	4	england
mm.domus.WM144	E01014092	7	7	6	8	6	8	2	7	england
mm.aim.0430	W01001901	9	8	8	7	9	5	8	8	wales
mm.domus.SC225	S01008425	10	10	10	10	10	9	9	3	scotland
mm.misc.067	S01008266	10	10	10	10	10	8	9	5	scotland
mm.domus.SE292	E01024073	7	6	7	4	8	9	10	3	england
mm.domus.NW065	E01019343	8	9	8	8	6	9	4	4	england
mm.domus.SW099	E01014407	3	3	4	4	2	2	1	6	england
mm.domus.SE291	E01023478	8	8	9	10	9	3	3	10	england
mm.misc.116	E01023860	2	2	2	5	2	1	6	2	england
mm.hha.062	E01029278	7	8	8	8	9	8	3	2	england
mm.ace.1224	E01011991	3	3	2	4	2	5	7	10	england
mm.hha.014	E01024420	6	8	8	8	10	6	2	1	england
mm.musa.171	E01027476	6	5	5	5	5	8	6	4	england
mm.domus.NE062	E01027476	6	5	5	5	5	8	6	4	england
mm.nimc.009	95JJ04S2	6	2	7	6	9	7	8	3	northern_ireland
mm.hha.009	E01022513	7	7	9	9	9	8	3	2	england
mm.hha.045	E01020350	10	10	8	7	10	8	9	5	england
mm.fcm.120	S01010569	8	9	10	6	10	6	8	1	scotland
mm.domus.SC120	S01010531	7	6	7	5	6	10	5	4	scotland
mm.domus.SC124	S01010696	6	5	6	6	7	7	7	4	scotland
mm.mgs.378	S01009684	8	8	9	9	10	8	5	2	scotland
mm.domus.NW174	E01019356	5	9	9	8	8	8	1	1	england
mm.MDN.015	95SS15S2	10	9	10	10	10	9	4	3	northern_ireland
mm.wiki.012	E01018151	6	7	6	7	5	6	3	4	england
mm.domus.EM109	E01025852	3	4	3	4	4	2	1	8	england
mm.domus.NW091	E01006272	3	4	4	4	2	2	3	10	england
mm.domus.SE548	E01023225	7	10	10	10	10	6	2	1	england
mm.mgs.410	S01012324	5	6	5	6	7	10	7	1	scotland
mm.domus.SC017	S01007661	4	4	5	5	4	1	6	10	scotland
mm.aim.0443	S01010760	8	7	7	8	6	7	8	9	scotland
mm.misc.196	E01004027	4	4	5	5	5	8	1	3	england
mm.MDN.018	95GG29S1	2	5	2	1	1	3	4	5	northern_ireland
mm.ace.1161	E01029874	5	8	7	5	9	7	3	1	england
mm.ace.1223	E01017034	4	4	7	1	2	4	4	3	england
mm.domus.SE037	E01002577	7	7	7	10	9	2	4	4	england
mm.hha.144	E01024921	6	8	8	8	5	6	2	2	england
mm.domus.SW031	E01014381	10	10	10	10	10	9	7	7	england
mm.wiki.054	E01019357	7	7	7	4	5	9	3	10	england
mm.hha.077	E01026763	4	4	5	2	6	6	2	1	england
mm.aim.0447	E01031521	8	10	10	10	9	10	2	1	england
mm.domus.SE310	E01021648	4	4	5	7	5	1	2	7	england
mm.domus.SW023	E01022141	6	8	8	10	9	1	3	8	england
mm.domus.SW053	E01020293	4	5	5	5	6	4	1	2	england
mm.domus.WA038	W01000037	6	5	5	4	5	6	9	10	wales
mm.domus.YH072	E01011420	6	9	5	7	4	1	8	5	england
mm.wiki.439	W01000146	4	4	4	7	6	1	1	9	wales
mm.ace.1192	E01004099	5	4	4	6	5	2	4	7	england
mm.wiki.160	E01002704	4	3	3	7	4	7	2	2	england
mm.wiki.311	E01028486	7	10	10	9	9	7	1	2	england
mm.mgs.411	S01013455	7	7	7	8	9	3	7	3	scotland
mm.wiki.145	E01022269	7	6	7	5	7	9	4	5	england
mm.domus.SE309	E01003254	6	7	8	9	8	1	3	6	england
mm.domus.YH071	E01013049	4	3	3	3	4	5	4	8	england
mm.domus.SE166	E01023263	9	9	8	10	8	8	9	5	england
mm.domus.YH070	E01011459	8	8	7	10	5	6	3	8	england
mm.domus.SE308	E01031636	6	5	5	8	6	4	4	4	england
mm.wiki.191	E01004890	5	5	5	7	4	6	2	9	england
mm.domus.SC125	S01007179	9	9	9	9	8	8	10	5	scotland
mm.wiki.496	S01012388	7	8	8	9	8	10	5	1	scotland
mm.aim.0959	E01025965	5	7	4	5	6	7	1	3	england
mm.hha.078	E01026695	4	5	5	5	7	10	1	1	england
mm.wiki.161	E01003953	5	5	6	9	5	2	2	6	england
mm.domus.SC047	S01007225	7	7	8	7	9	7	8	1	scotland
mm.wiki.162	E01000953	1	1	2	4	2	1	1	2	england
mm.domus.NW194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.wiki.084	E01020202	6	5	5	7	5	10	6	6	england
mm.musa.175	S01013454	8	9	9	9	9	5	8	1	scotland
mm.domus.WM145	E01028992	4	5	4	4	5	9	1	9	england
mm.fcm.124	E01022083	8	9	9	7	10	3	6	4	england
mm.domus.SE447	E01004736	5	10	10	7	10	3	1	2	england
mm.domus.NE078	E01027484	6	8	7	6	8	10	1	1	england
mm.domus.SE307	E01016988	4	5	3	9	2	6	2	4	england
mm.aim.1085	E01022829	8	9	6	7	7	8	7	7	england
mm.wiki.304	E01027782	7	8	8	8	9	10	1	5	england
mm.mald.062	W01000494	7	8	8	7	6	7	7	2	wales
mm.domus.YH016	E01011107	1	1	2	2	1	1	1	2	england
mm.domus.SC046	S01010731	7	6	7	7	7	8	7	2	scotland
mm.domus.SE514	E01017870	10	10	10	10	10	8	10	9	england
mm.aim.0459	E01016130	4	5	6	9	7	1	1	7	england
mm.domus.YH137	E01033104	2	4	4	5	2	1	1	2	england
mm.domus.YH133	E01033104	2	4	4	5	2	1	1	2	england
mm.aim.0461	E01033438	3	4	5	8	3	1	2	3	england
mm.domus.SC244	S01010379	6	6	6	7	5	1	1	10	scotland
mm.domus.SC243	S01010379	6	6	6	7	5	1	1	10	scotland
mm.wiki.194	E01023051	8	8	8	9	9	8	9	2	england
mm.hha.138	E01019338	6	9	10	8	10	10	1	1	england
mm.wiki.129	E01021634	8	9	9	7	10	1	6	8	england
mm.domus.SE035	E01024525	5	5	4	7	5	7	4	8	england
mm.domus.SE545	E01030119	7	9	10	8	9	7	4	1	england
mm.domus.SE455	E01031568	5	5	7	4	6	6	8	2	england
mm.domus.SE532	E01024755	10	10	10	10	10	8	9	2	england
mm.musa.178	E01029199	7	9	10	8	10	10	2	1	england
mm.domus.SW054	E01020113	2	2	2	3	2	1	1	7	england
mm.aim.0466	E01010692	9	10	9	10	7	8	6	7	england
mm.ace.1140	E01013177	1	1	1	1	2	3	6	5	england
mm.aim.0467	E01003933	2	3	5	7	2	1	1	3	england
mm.ace.1173	E01018238	8	7	9	7	9	10	7	2	england
mm.ace.1174	E01006157	6	6	5	4	5	8	4	9	england
mm.wiki.130	E01021458	9	8	8	9	9	5	8	10	england
mm.domus.YH164	E01010716	2	3	3	3	2	2	1	6	england
mm.domus.SC267	S01012255	8	6	7	8	6	4	6	10	scotland
mm.domus.SE038	E01000914	6	6	7	9	9	7	1	6	england
mm.mgs.278	S01007001	8	7	7	6	7	7	9	8	scotland
mm.aim.0470	W01000545	7	9	7	7	9	10	7	1	wales
mm.ace.1231	E01033756	4	10	10	8	3	1	1	3	england
mm.MDN.021	95QQ07W1	3	4	2	4	3	1	1	9	northern_ireland
mm.hha.182	S01007311	7	7	7	7	7	4	5	4	scotland
mm.mgs.332	S01007311	7	7	7	7	7	4	5	4	scotland
mm.domus.SC149	S01010627	5	6	6	4	5	1	3	6	scotland
mm.mgs.412	S01007287	6	7	8	7	9	9	2	1	scotland
mm.musa.180	S01007287	6	7	8	7	9	9	2	1	scotland
mm.aim.0471	S01007304	6	7	9	7	9	10	4	1	scotland
mm.domus.SE304	E01030025	3	4	3	5	2	2	1	7	england
mm.domus.SE167	E01029994	1	1	1	1	1	3	4	4	england
mm.domus.EM039	E01027336	4	4	4	2	3	6	5	6	england
mm.domus.NI006	95SS13S1	3	2	4	2	4	2	1	9	northern_ireland
mm.fcm.130	95GG18S2	1	4	1	1	1	1	1	10	northern_ireland
mm.misc.109	E01014148	7	7	8	9	6	4	3	5	england
mm.domus.WM141	E01028922	4	7	6	8	7	7	1	1	england
mm.wiki.298	E01027252	4	3	5	2	4	5	10	3	england
mm.hha.139	E01019090	6	10	10	10	9	10	1	1	england
mm.fcm.131	95OO11W1	2	1	2	3	1	3	7	6	northern_ireland
mm.aim.0478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.misc.146	S01010678	3	4	4	6	4	10	4	1	scotland
mm.wiki.214	E01017335	3	3	2	4	5	4	1	8	england
mm.domus.SE315	E01017310	5	6	6	5	5	3	4	3	england
mm.domus.SW111	E01019077	7	10	10	9	10	8	1	3	england
mm.domus.SE316	E01002725	3	2	3	5	3	5	2	1	england
mm.domus.SE039	E01000913	8	10	10	10	10	2	3	5	england
mm.domus.WM106	E01029695	7	7	7	8	7	8	7	3	england
mm.musa.032	S01007275	8	7	6	9	6	7	5	7	scotland
mm.domus.WM127	E01014148	7	7	8	9	6	4	3	5	england
mm.mgs.334	S01008852	10	10	9	10	10	6	7	7	scotland
mm.domus.SC006	S01012378	6	8	7	7	9	9	6	1	scotland
mm.ace.1111	E01022591	8	10	10	10	10	9	5	1	england
mm.wiki.497	S01012387	7	8	8	8	8	9	7	1	scotland
mm.domus.NE005	E01008604	1	1	1	2	1	7	9	5	england
mm.domus.SC147	S01012353	3	3	3	4	4	3	4	10	scotland
mm.domus.SE571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.domus.SE321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.musa.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.musa.183	E01021002	4	4	4	4	5	2	3	7	england
mm.aim.0485	E01022432	8	8	7	7	8	10	7	4	england
mm.domus.SE040	E01000863	2	3	3	6	2	1	1	4	england
mm.domus.EM064	E01013607	4	5	5	7	5	1	2	4	england
mm.domus.SE061	E01017469	4	5	6	8	4	1	2	5	england
mm.aim.0490	E01015589	8	10	10	10	8	8	5	1	england
mm.domus.SW055	E01032014	4	5	3	7	2	3	2	6	england
mm.musa.184	S01008257	5	4	4	7	4	3	6	10	scotland
mm.fcm.137	E01026823	3	4	3	7	2	2	2	5	england
mm.wiki.474	S01008677	4	6	5	4	6	1	1	8	scotland
mm.domus.SE028	E01017759	9	7	8	8	10	7	8	7	england
mm.domus.SW056	E01022459	5	5	6	3	6	2	2	9	england
mm.mgs.304	S01008288	6	5	5	8	6	5	6	8	scotland
mm.domus.SC302	S01007596	4	5	4	5	7	5	5	1	scotland
mm.misc.145	S01012048	2	2	2	2	1	1	3	10	scotland
mm.aim.0448	E01017386	6	6	6	3	7	8	6	4	england
mm.domus.YH029	E01033070	5	7	9	5	5	2	1	5	england
mm.domus.WA039	W01001307	1	2	1	3	1	2	1	9	wales
mm.domus.WM147	W01000486	7	6	7	4	8	8	4	6	wales
mm.domus.NW040	E01025099	4	5	5	9	4	2	1	5	england
mm.mald.066	W01000104	5	4	4	6	5	4	4	8	wales
mm.domus.SE041	E01000896	8	10	9	8	10	4	2	8	england
mm.domus.EM087	E01019472	7	9	8	10	8	8	3	2	england
mm.MDN.026	E01029576	10	10	10	9	10	7	6	8	england
mm.domus.SW039	E01032643	7	7	7	7	4	9	4	5	england
mm.domus.EM040	E01025945	9	8	8	7	9	8	9	9	england
mm.aim.0496	E01010700	1	1	2	1	2	3	1	3	england
mm.hha.178	S01011308	7	8	8	8	8	5	9	1	scotland
mm.domus.YH021	E01033262	5	10	10	7	5	4	1	1	england
mm.ace.1293	E01027005	6	9	10	9	10	5	3	1	england
mm.domus.SE423	E01001932	3	4	5	10	4	1	1	3	england
mm.domus.SE161	E01028762	7	8	10	8	10	9	2	1	england
mm.fcm.139	E01021443	5	5	8	4	8	5	5	1	england
mm.domus.SC031	S01010384	8	8	9	7	7	1	2	8	scotland
mm.musa.188	E01003828	9	10	9	10	10	4	6	5	england
mm.domus.NE083	E01033262	5	10	10	7	5	4	1	1	england
mm.domus.NW023	E01019365	8	9	9	8	8	7	2	9	england
mm.wiki.364	E01031256	10	10	10	10	10	7	6	7	england
mm.wiki.164	E01004761	7	10	10	8	10	5	1	3	england
mm.domus.SW114	E01031854	3	4	3	2	3	2	4	7	england
mm.ace.1150	E01002824	7	10	10	10	10	4	1	4	england
mm.domus.SE320	E01024420	6	8	8	8	10	6	2	1	england
mm.musa.189	E01033213	8	6	8	7	8	6	10	4	england
mm.aim.0503	E01024803	8	7	9	9	10	8	3	4	england
mm.domus.SE451	E01024335	6	8	8	7	10	2	3	1	england
mm.ace.1158	E01032807	6	9	9	10	7	1	2	6	england
mm.domus.SE483	E01024388	7	6	6	5	7	7	10	5	england
mm.hha.082	E01029900	4	5	4	3	5	4	10	2	england
mm.domus.NW088	E01019105	8	9	9	6	6	8	2	10	england
mm.domus.SE377	E01017958	9	10	10	7	7	9	3	4	england
mm.ace.1222	E01003847	9	9	10	10	10	5	3	6	england
mm.domus.WM028	E01032450	2	3	3	3	3	2	2	3	england
mm.domus.WA083	W01000671	6	6	6	7	5	8	7	2	wales
mm.domus.SW237	E01019891	6	8	8	8	9	10	1	1	england
mm.ace.1182	E01020889	5	6	5	6	7	10	1	1	england
mm.domus.SC287	S01007313	6	7	9	10	9	8	3	1	scotland
mm.domus.SC144	S01011792	3	3	2	7	2	2	5	8	scotland
mm.wiki.488	S01011294	1	1	1	3	1	1	4	10	scotland
mm.aim.0512	E01018874	4	4	3	5	2	5	7	8	england
mm.aim.0513	E01023152	9	7	8	8	9	8	8	10	england
mm.domus.SW187	E01029085	7	6	5	8	6	8	5	10	england
mm.wiki.286	E01026698	2	3	2	3	1	2	3	6	england
mm.domus.NW049	E01033071	4	7	7	9	3	3	1	6	england
mm.domus.NE039	E01027377	5	4	4	5	6	9	3	9	england
mm.domus.YH068	E01007645	1	2	1	1	2	1	1	8	england
mm.domus.SW027	E01020169	7	6	6	7	7	7	3	7	england
mm.hha.019	E01028736	10	10	10	9	10	10	9	5	england
mm.domus.SW214	E01020410	5	6	7	4	9	7	1	1	england
mm.domus.SE042	E01002964	4	5	8	6	7	1	2	3	england
mm.aim.0516	E01014972	7	7	7	6	8	4	9	4	england
mm.domus.WM071	E01014034	4	4	4	4	3	7	3	7	england
mm.domus.SC086	S01009245	8	8	8	6	8	7	9	4	scotland
mm.ace.1147	E01027604	6	9	8	9	8	10	2	1	england
mm.domus.SC082	S01011811	7	9	9	6	9	10	9	1	scotland
mm.aim.0518	E01003934	4	4	4	8	6	9	2	3	england
mm.domus.SC050	S01009479	4	5	4	7	4	1	4	9	scotland
mm.domus.NE038	E01032560	6	7	5	6	5	3	10	4	england
mm.ace.1257	E01011488	3	4	5	5	3	1	2	7	england
mm.mgs.279	S01007274	5	4	4	7	5	2	5	10	scotland
mm.domus.YH132	E01027678	4	4	4	7	4	4	1	7	england
mm.hha.076	E01023786	6	4	5	4	6	8	6	7	england
mm.domus.SW238	E01020047	7	7	8	5	9	6	5	3	england
mm.domus.SE533	E01024471	10	8	10	10	10	6	7	7	england
mm.aim.0521	E01018606	7	6	7	9	6	7	3	10	england
mm.domus.SE322	S01007641	6	6	7	7	7	4	7	2	scotland
mm.misc.054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.domus.WM143	E01009920	8	8	7	7	7	8	5	6	england
mm.domus.SW215	E01031942	7	9	10	5	9	5	3	1	england
mm.domus.NW102	E01009741	2	2	1	2	2	4	3	6	england
mm.domus.NE037	E01027381	4	6	5	7	8	10	1	1	england
mm.domus.SC156	S01010772	3	5	3	2	5	8	7	1	scotland
mm.domus.NE026	E01008397	5	9	10	8	3	5	2	2	england
mm.domus.SC256	S01009679	5	5	5	4	5	5	6	9	scotland
mm.aim.0527	E01019386	5	9	9	7	8	10	1	1	england
mm.domus.SE529	E01021118	6	5	6	4	7	6	3	9	england
mm.wiki.328	E01014800	1	1	1	1	1	1	1	7	england
mm.wiki.436	W01000527	9	10	10	9	9	4	1	8	wales
mm.hha.097	E01027002	9	10	10	9	10	10	6	2	england
mm.domus.SC151	S01012620	10	9	8	8	8	7	9	8	scotland
mm.misc.103	E01006145	3	2	2	4	3	7	6	7	england
mm.domus.NW081	E01025252	5	4	5	6	2	5	4	9	england
mm.aim.1247	E01025414	10	10	8	10	8	10	8	9	england
mm.musa.191	E01025099	4	5	5	9	4	2	1	5	england
mm.domus.NW046	E01033071	4	7	7	9	3	3	1	6	england
mm.ace.135	E01025099	4	5	5	9	4	2	1	5	england
mm.aim.0528	E01029013	5	6	7	3	7	7	1	4	england
mm.misc.152	S01010506	6	6	7	9	8	9	5	1	scotland
mm.aim.1101	E01003837	9	8	9	10	10	5	6	4	england
mm.domus.SW046	E01020468	8	8	8	6	8	10	5	2	england
mm.aim.0530	E01019505	2	2	1	2	1	6	1	9	england
mm.domus.SW201	E01018944	4	6	5	5	6	9	1	1	england
mm.domus.SE318	E01030173	8	6	6	6	8	9	6	9	england
mm.domus.WM081	E01033631	7	10	10	10	10	7	4	1	england
mm.domus.SC155	S01011326	2	2	2	3	3	1	2	10	scotland
mm.domus.NI036	95QQ07W1	3	4	2	4	3	1	1	9	northern_ireland
mm.aim.0531	E01024364	5	6	6	4	7	4	2	2	england
mm.mald.068	W01000566	5	4	4	3	5	3	4	7	wales
mm.wiki.385	E01011181	7	7	8	10	7	5	2	9	england
mm.wiki.036	E01018948	4	4	4	5	5	4	2	3	england
mm.fcm.144	E01019392	5	5	3	8	3	7	1	10	england
mm.domus.SC140	S01008939	9	9	9	9	9	3	8	4	scotland
mm.misc.118	E01029898	7	6	5	6	8	9	6	4	england
mm.domus.SW058	E01018948	4	4	4	5	5	4	2	3	england
mm.domus.NW158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.domus.SE317	E01030082	7	7	9	6	10	9	3	3	england
mm.hha.073	E01021643	10	10	10	7	10	8	9	4	england
mm.aim.0533	E01019009	3	3	3	3	6	5	2	2	england
mm.domus.WM005	E01033253	6	9	9	9	6	2	1	5	england
mm.domus.SE323	E01030552	8	8	8	9	7	6	4	3	england
mm.wiki.202	E01014035	5	4	4	4	6	8	3	5	england
mm.fcm.145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mm.aim.0535	E01024375	7	7	7	7	9	7	7	3	england
mm.domus.YH008	E01033010	3	10	10	3	3	1	1	1	england
mm.domus.YH003	E01033010	3	10	10	3	3	1	1	1	england
mm.domus.YH006	E01011284	2	2	2	2	2	2	1	7	england
mm.misc.104	E01013613	3	3	3	2	2	3	1	9	england
mm.musa.195	E01015848	7	7	8	8	8	3	2	9	england
mm.domus.SE482	E01017575	7	5	6	5	7	6	8	6	england
mm.hha.145	E01025148	9	10	9	10	8	10	4	4	england
mm.domus.SE043	E01002864	8	10	10	10	10	2	2	4	england
mm.musa.196	S01007004	7	9	8	7	8	9	8	1	scotland
mm.hha.160	S01008250	8	8	8	10	9	7	8	1	scotland
mm.domus.WM097	E01014048	2	2	2	2	3	2	1	6	england
mm.domus.WM117	E01029521	9	9	9	9	10	5	7	3	england
mm.musa.197	E01018992	5	6	7	8	8	7	1	2	england
mm.hha.140	E01019377	9	10	10	9	9	10	4	4	england
mm.domus.SE417	E01021038	7	7	7	10	9	3	3	6	england
mm.ace.1101	E01000918	3	3	4	8	5	4	1	4	england
mm.ace.390	E01029526	4	4	3	3	5	5	4	5	england
mm.mgs.356	S01012354	6	5	4	6	8	7	9	10	scotland
mm.wiki.069	E01019620	5	8	7	8	7	5	1	2	england
mm.domus.SE327	E01023263	9	9	8	10	8	8	9	5	england
mm.domus.SC157	S01008046	3	3	2	5	3	3	5	10	scotland
mm.musa.201	E01017289	4	3	3	2	6	7	4	8	england
mm.nimc.037	95RR13W1	3	4	2	4	3	1	2	9	northern_ireland
mm.domus.NI037	95RR14W1	3	1	4	6	6	10	7	1	northern_ireland
mm.wiki.261	E01026148	4	4	5	5	3	3	2	9	england
mm.aim.0545	E01026060	4	6	5	5	5	9	2	1	england
mm.ace.1132	E01032991	8	7	6	7	6	10	7	7	england
mm.wiki.262	E01026080	7	6	7	7	6	9	4	4	england
mm.domus.NE071	E01027380	4	6	5	6	7	7	1	1	england
mm.domus.NE081	E01027380	4	6	5	6	7	7	1	1	england
mm.MDN.011	95GG39S1	2	6	2	2	1	2	3	9	northern_ireland
mm.domus.SC158	S01013444	5	5	4	8	4	3	3	10	scotland
mm.domus.NW167	E01018721	8	8	9	9	9	9	4	3	england
mm.domus.SW244	E01018771	2	2	2	4	1	2	1	4	england
mm.hha.193	95KK07W1	5	7	6	6	6	9	6	1	northern_ireland
mm.wiki.070	E01013523	2	2	2	4	1	2	2	4	england
mm.domus.SW216	E01032004	6	7	8	8	9	6	2	1	england
mm.domus.SE328	E01029898	7	6	5	6	8	9	6	4	england
mm.ace.1191	E01004105	10	9	9	10	10	7	8	9	england
mm.hha.116	E01032218	8	9	6	10	8	7	6	6	england
mm.ace.1093	E01018431	10	10	10	9	9	9	3	10	england
mm.wiki.460	S01006910	10	10	10	10	10	10	8	2	scotland
mm.wiki.196	E01032882	1	2	3	1	3	1	5	1	england
mm.domus.SE326	E01031454	1	2	2	2	2	1	1	3	england
mm.domus.NW134	E01006514	2	3	3	6	1	2	1	5	england
mm.wiki.037	E01018881	4	4	4	7	7	9	1	2	england
mm.mald.069	W01001418	2	3	3	2	2	3	5	3	wales
mm.mald.071	W01000524	6	7	7	6	8	9	3	1	wales
mm.domus.WA072	W01000146	4	4	4	7	6	1	1	9	wales
mm.aim.0555	W01000653	6	6	5	8	3	5	9	10	wales
mm.mald.072	W01000208	5	7	6	8	5	2	2	2	wales
mm.aim.0556	W01000208	5	7	6	8	5	2	2	2	wales
mm.domus.WA019	W01000467	8	8	7	7	7	5	7	10	wales
mm.domus.WA046	W01001508	8	9	7	9	7	8	8	4	wales
mm.domus.WA009	W01000089	7	8	9	7	8	7	2	1	wales
mm.domus.WA048	W01000095	8	5	7	9	7	7	5	8	wales
mm.mald.081	W01000028	4	4	5	6	6	7	2	1	wales
mm.mald.079	W01000114	7	7	9	8	9	8	1	1	wales
mm.mald.080	W01000543	6	8	7	7	9	9	3	1	wales
mm.misc.153	S01007927	7	8	9	7	8	6	10	1	scotland
mm.domus.WM072	E01010404	2	2	1	2	2	1	3	6	england
mm.ace.1195	E01020802	2	2	1	4	1	2	5	9	england
mm.domus.SW243	E01022215	7	10	10	9	9	8	1	1	england
mm.domus.SE488	E01030346	9	10	10	10	10	8	7	1	england
mm.domus.SE031	E01002711	3	4	5	8	4	5	1	2	england
mm.fcm.148	E01004735	3	5	4	8	4	4	1	2	england
mm.misc.140	E01032739	7	10	10	10	9	9	1	2	england
mm.aim.0560	E01002407	3	3	5	6	8	2	3	1	england
mm.musa.204	E01001261	4	4	5	4	6	2	2	2	england
mm.musa.205	E01004733	5	5	4	9	7	8	1	3	england
mm.fcm.149	E01004548	5	5	6	6	6	4	1	4	england
mm.domus.SE033	E01004735	3	5	4	8	4	4	1	2	england
mm.wiki.297	E01027017	5	5	5	3	5	7	5	8	england
mm.misc.119	E01029901	7	8	7	5	8	5	5	4	england
mm.domus.SE331	E01030189	5	5	5	2	6	6	8	9	england
mm.hha.065	E01032081	6	8	9	8	7	9	2	1	england
mm.fcm.150	E01017365	5	7	5	4	5	9	3	2	england
mm.hha.020	E01030478	8	9	9	6	9	8	6	1	england
mm.wiki.486	S01011131	8	8	8	6	8	3	7	10	scotland
mm.domus.SW163	E01019035	6	6	5	8	6	6	3	9	england
mm.domus.YH009	E01011297	8	8	8	9	7	5	5	3	england
mm.fcm.151	S01007642	6	5	5	9	6	7	5	10	scotland
mm.ace.1107	E01025720	6	9	10	8	8	2	2	3	england
mm.domus.EM041	E01026070	5	8	6	6	4	8	2	1	england
mm.domus.SC257	S01012719	4	4	4	5	5	3	3	7	scotland
mm.domus.SE576	E01030247	1	1	1	1	1	2	1	7	england
mm.domus.SE424	E01030289	2	3	2	1	3	2	2	9	england
mm.wiki.347	E01030247	1	1	1	1	1	2	1	7	england
mm.domus.SE340	E01023321	8	8	8	7	10	5	7	5	england
mm.domus.WM036	E01033526	3	3	2	5	3	3	2	7	england
mm.wiki.226	E01024431	9	8	9	9	10	9	8	3	england
mm.musa.209	E01024431	9	8	9	9	10	9	8	3	england
mm.hha.046	E01020489	5	7	7	5	8	8	2	1	england
mm.domus.WM059	E01031308	7	10	10	8	10	9	2	1	england
mm.aim.0565	E01025792	8	6	7	7	8	5	6	10	england
mm.aim.1159	E01021997	1	2	1	1	2	2	1	6	england
mm.musa.210	E01024534	3	2	3	1	4	7	8	8	england
mm.aim.0566	E01026625	1	1	1	1	1	1	7	4	england
mm.domus.SW071	E01015504	9	9	9	8	8	5	10	7	england
mm.domus.NW170	E01018586	8	7	7	8	8	7	3	5	england
mm.domus.SW059	E01020532	9	8	9	9	10	7	3	9	england
mm.aim.0568	E01012516	9	8	8	10	7	5	5	10	england
mm.domus.SW159	E01020126	4	6	7	4	7	5	1	2	england
