GSS	wimd_2014_dec	wimd_2014_dec_fac	income_dec	income_dec_fac	employment_dec	employment_dec_fac	health_dec	health_dec_fac	education_dec	education_dec_fac	access_to_services_dec	access_to_services_dec_fac	community_safety_dec	community_safety_dec_fac	physical_environment_dec	physical_environment_dec_fac	housing_dec	housing_dec_fac
W01001257	7	dec07	7	dec07	6	dec06	3	dec03	8	dec08	6	dec06	8	dec08	6	dec06	9	dec09
W01001258	4	dec04	4	dec04	4	dec04	4	dec04	4	dec04	9	dec09	2	dec02	4	dec04	6	dec06
W01001259	4	dec04	4	dec04	3	dec03	5	dec05	2	dec02	5	dec05	7	dec07	8	dec08	5	dec05
W01001260	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	5	dec05	3	dec03	4	dec04	4	dec04
W01001261	3	dec03	3	dec03	2	dec02	3	dec03	2	dec02	9	dec09	3	dec03	5	dec05	2	dec02
W01001262	4	dec04	6	dec06	6	dec06	2	dec02	5	dec05	8	dec08	1	dec01-highd	2	dec02	2	dec02
W01001263	6	dec06	8	dec08	9	dec09	6	dec06	2	dec02	7	dec07	7	dec07	4	dec04	4	dec04
W01001264	7	dec07	10	dec10-lowd	10	dec10-lowd	7	dec07	3	dec03	7	dec07	5	dec05	1	dec01-highd	2	dec02
W01001265	3	dec03	3	dec03	2	dec02	1	dec01-highd	5	dec05	6	dec06	6	dec06	8	dec08	4	dec04
W01001266	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	3	dec03	4	dec04	4	dec04	8	dec08	7	dec07
W01001267	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	3	dec03	2	dec02	4	dec04	6	dec06	3	dec03
W01001268	3	dec03	2	dec02	2	dec02	4	dec04	3	dec03	7	dec07	3	dec03	4	dec04	3	dec03
W01001269	5	dec05	5	dec05	4	dec04	6	dec06	7	dec07	8	dec08	3	dec03	2	dec02	9	dec09
W01001270	4	dec04	4	dec04	3	dec03	2	dec02	6	dec06	9	dec09	6	dec06	2	dec02	7	dec07
W01001271	2	dec02	3	dec03	2	dec02	1	dec01-highd	4	dec04	2	dec02	3	dec03	9	dec09	4	dec04
W01001272	4	dec04	3	dec03	3	dec03	4	dec04	4	dec04	8	dec08	6	dec06	5	dec05	4	dec04
W01001273	5	dec05	4	dec04	4	dec04	5	dec05	6	dec06	10	dec10-lowd	6	dec06	1	dec01-highd	7	dec07
W01001274	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	1	dec01-highd	10	dec10-lowd	3	dec03
W01001275	2	dec02	2	dec02	2	dec02	2	dec02	1	dec01-highd	3	dec03	4	dec04	10	dec10-lowd	2	dec02
W01001276	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	7	dec07	2	dec02	10	dec10-lowd	2	dec02
W01001277	9	dec09	9	dec09	8	dec08	9	dec09	7	dec07	5	dec05	8	dec08	4	dec04	9	dec09
W01001278	3	dec03	3	dec03	3	dec03	4	dec04	2	dec02	9	dec09	4	dec04	5	dec05	6	dec06
W01001279	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	2	dec02	5	dec05	6	dec06
W01001280	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	4	dec04	3	dec03	4	dec04	4	dec04
W01001281	4	dec04	4	dec04	4	dec04	3	dec03	3	dec03	9	dec09	5	dec05	3	dec03	8	dec08
W01001282	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	3	dec03	9	dec09	5	dec05
W01001283	4	dec04	5	dec05	5	dec05	4	dec04	3	dec03	2	dec02	5	dec05	8	dec08	8	dec08
W01001284	9	dec09	9	dec09	8	dec08	7	dec07	7	dec07	7	dec07	9	dec09	5	dec05	9	dec09
W01001285	3	dec03	4	dec04	3	dec03	1	dec01-highd	4	dec04	8	dec08	3	dec03	9	dec09	8	dec08
W01001286	3	dec03	3	dec03	3	dec03	3	dec03	4	dec04	6	dec06	5	dec05	4	dec04	3	dec03
W01001287	3	dec03	2	dec02	3	dec03	1	dec01-highd	4	dec04	6	dec06	4	dec04	4	dec04	4	dec04
W01001288	2	dec02	2	dec02	1	dec01-highd	2	dec02	3	dec03	8	dec08	2	dec02	6	dec06	4	dec04
W01001289	3	dec03	4	dec04	2	dec02	4	dec04	2	dec02	2	dec02	7	dec07	10	dec10-lowd	2	dec02
W01001290	3	dec03	3	dec03	2	dec02	2	dec02	2	dec02	3	dec03	6	dec06	4	dec04	6	dec06
W01001291	5	dec05	5	dec05	6	dec06	5	dec05	3	dec03	2	dec02	6	dec06	8	dec08	8	dec08
W01001292	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	7	dec07	2	dec02
W01001293	3	dec03	3	dec03	3	dec03	2	dec02	3	dec03	4	dec04	3	dec03	8	dec08	5	dec05
W01001294	9	dec09	9	dec09	8	dec08	8	dec08	7	dec07	4	dec04	9	dec09	8	dec08	7	dec07
W01001295	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	2	dec02	3	dec03	2	dec02
W01001296	5	dec05	6	dec06	4	dec04	6	dec06	4	dec04	4	dec04	6	dec06	4	dec04	6	dec06
W01001297	4	dec04	4	dec04	3	dec03	3	dec03	4	dec04	6	dec06	4	dec04	3	dec03	3	dec03
W01001298	2	dec02	3	dec03	2	dec02	1	dec01-highd	2	dec02	8	dec08	2	dec02	4	dec04	3	dec03
W01001299	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	1	dec01-highd	9	dec09	2	dec02
W01001300	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	2	dec02	10	dec10-lowd	2	dec02
W01001301	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	5	dec05	3	dec03	10	dec10-lowd	1	dec01-highd
W01001302	3	dec03	4	dec04	3	dec03	2	dec02	2	dec02	3	dec03	3	dec03	8	dec08	3	dec03
W01001303	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	2	dec02	1	dec01-highd
W01001304	5	dec05	5	dec05	4	dec04	4	dec04	4	dec04	9	dec09	7	dec07	8	dec08	5	dec05
W01001305	6	dec06	5	dec05	3	dec03	7	dec07	6	dec06	8	dec08	3	dec03	9	dec09	3	dec03
W01001306	8	dec08	8	dec08	5	dec05	7	dec07	8	dec08	9	dec09	4	dec04	6	dec06	7	dec07
W01001307	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	3	dec03	9	dec09	2	dec02	6	dec06	1	dec01-highd
W01001308	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	1	dec01-highd	7	dec07	1	dec01-highd
W01001309	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	1	dec01-highd	5	dec05	6	dec06	5	dec05	5	dec05
W01001310	5	dec05	5	dec05	4	dec04	4	dec04	5	dec05	6	dec06	6	dec06	7	dec07	6	dec06
W01001311	3	dec03	3	dec03	4	dec04	3	dec03	2	dec02	5	dec05	3	dec03	5	dec05	4	dec04
W01001312	3	dec03	4	dec04	3	dec03	2	dec02	3	dec03	5	dec05	3	dec03	4	dec04	4	dec04
W01001313	3	dec03	4	dec04	3	dec03	3	dec03	4	dec04	8	dec08	2	dec02	3	dec03	2	dec02
W01001314	4	dec04	5	dec05	4	dec04	4	dec04	4	dec04	5	dec05	4	dec04	5	dec05	5	dec05
W01001315	2	dec02	3	dec03	2	dec02	2	dec02	4	dec04	7	dec07	1	dec01-highd	4	dec04	1	dec01-highd
W01001316	7	dec07	7	dec07	6	dec06	5	dec05	7	dec07	4	dec04	7	dec07	8	dec08	7	dec07
W01001317	3	dec03	3	dec03	2	dec02	2	dec02	3	dec03	2	dec02	5	dec05	6	dec06	3	dec03
W01001318	6	dec06	6	dec06	5	dec05	5	dec05	6	dec06	5	dec05	4	dec04	9	dec09	6	dec06
W01001319	9	dec09	9	dec09	8	dec08	7	dec07	9	dec09	3	dec03	9	dec09	7	dec07	10	dec10-lowd
W01001320	5	dec05	5	dec05	3	dec03	4	dec04	4	dec04	4	dec04	6	dec06	9	dec09	8	dec08
W01001321	3	dec03	3	dec03	2	dec02	3	dec03	1	dec01-highd	10	dec10-lowd	4	dec04	6	dec06	4	dec04
W01001322	3	dec03	4	dec04	3	dec03	1	dec01-highd	3	dec03	7	dec07	2	dec02	5	dec05	5	dec05
W01001324	6	dec06	6	dec06	4	dec04	5	dec05	7	dec07	7	dec07	4	dec04	9	dec09	7	dec07
W01001325	2	dec02	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	7	dec07	4	dec04	5	dec05	7	dec07
W01001326	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	2	dec02	6	dec06	2	dec02	4	dec04	3	dec03
W01001327	6	dec06	7	dec07	6	dec06	5	dec05	5	dec05	9	dec09	4	dec04	3	dec03	6	dec06
W01001328	5	dec05	4	dec04	4	dec04	5	dec05	3	dec03	7	dec07	6	dec06	8	dec08	5	dec05
W01001329	4	dec04	4	dec04	4	dec04	4	dec04	5	dec05	8	dec08	4	dec04	4	dec04	4	dec04
W01001330	4	dec04	4	dec04	4	dec04	3	dec03	4	dec04	7	dec07	6	dec06	9	dec09	8	dec08
W01001331	3	dec03	3	dec03	4	dec04	2	dec02	2	dec02	8	dec08	4	dec04	8	dec08	4	dec04
W01001332	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	8	dec08	4	dec04	9	dec09	4	dec04
W01001333	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	8	dec08	5	dec05	10	dec10-lowd	2	dec02
W01001334	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	5	dec05	3	dec03	10	dec10-lowd	4	dec04
W01001335	3	dec03	5	dec05	4	dec04	5	dec05	2	dec02	2	dec02	3	dec03	9	dec09	3	dec03
W01001336	3	dec03	4	dec04	2	dec02	2	dec02	3	dec03	9	dec09	4	dec04	5	dec05	9	dec09
W01001337	4	dec04	4	dec04	3	dec03	4	dec04	4	dec04	10	dec10-lowd	3	dec03	4	dec04	8	dec08
W01001338	3	dec03	3	dec03	3	dec03	3	dec03	3	dec03	10	dec10-lowd	2	dec02	5	dec05	4	dec04
W01001339	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	2	dec02	7	dec07	3	dec03
W01001340	10	dec10-lowd	9	dec09	8	dec08	8	dec08	8	dec08	8	dec08	9	dec09	9	dec09	10	dec10-lowd
W01001341	2	dec02	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	8	dec08	4	dec04	5	dec05	5	dec05
W01001342	9	dec09	8	dec08	9	dec09	7	dec07	7	dec07	9	dec09	9	dec09	4	dec04	10	dec10-lowd
W01001343	9	dec09	8	dec08	7	dec07	7	dec07	8	dec08	8	dec08	8	dec08	5	dec05	7	dec07
W01001344	6	dec06	6	dec06	6	dec06	2	dec02	6	dec06	10	dec10-lowd	4	dec04	4	dec04	9	dec09
W01001345	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	1	dec01-highd	10	dec10-lowd	2	dec02
W01001346	5	dec05	5	dec05	5	dec05	6	dec06	4	dec04	4	dec04	5	dec05	9	dec09	5	dec05
W01001347	5	dec05	5	dec05	4	dec04	4	dec04	6	dec06	8	dec08	3	dec03	9	dec09	7	dec07
W01001348	2	dec02	2	dec02	2	dec02	3	dec03	2	dec02	7	dec07	3	dec03	6	dec06	6	dec06
W01001349	9	dec09	9	dec09	8	dec08	4	dec04	8	dec08	9	dec09	8	dec08	4	dec04	10	dec10-lowd
W01001350	5	dec05	5	dec05	5	dec05	4	dec04	4	dec04	9	dec09	1	dec01-highd	6	dec06	8	dec08
W01001351	9	dec09	9	dec09	8	dec08	7	dec07	9	dec09	7	dec07	5	dec05	8	dec08	9	dec09
W01001352	2	dec02	2	dec02	2	dec02	3	dec03	1	dec01-highd	10	dec10-lowd	3	dec03	6	dec06	6	dec06
W01001353	3	dec03	3	dec03	2	dec02	3	dec03	2	dec02	7	dec07	4	dec04	5	dec05	6	dec06
W01001354	7	dec07	6	dec06	6	dec06	7	dec07	6	dec06	5	dec05	5	dec05	5	dec05	9	dec09
W01001355	4	dec04	4	dec04	4	dec04	4	dec04	5	dec05	3	dec03	5	dec05	3	dec03	8	dec08
W01001356	9	dec09	8	dec08	8	dec08	6	dec06	9	dec09	10	dec10-lowd	9	dec09	8	dec08	6	dec06
W01001357	7	dec07	7	dec07	6	dec06	5	dec05	6	dec06	4	dec04	7	dec07	5	dec05	8	dec08
W01001358	2	dec02	2	dec02	1	dec01-highd	2	dec02	2	dec02	2	dec02	4	dec04	8	dec08	10	dec10-lowd
W01001359	5	dec05	5	dec05	4	dec04	4	dec04	6	dec06	6	dec06	6	dec06	7	dec07	5	dec05
W01001360	5	dec05	5	dec05	4	dec04	4	dec04	4	dec04	3	dec03	8	dec08	10	dec10-lowd	5	dec05
W01001361	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	5	dec05	10	dec10-lowd	4	dec04
W01001362	3	dec03	4	dec04	3	dec03	2	dec02	3	dec03	5	dec05	3	dec03	7	dec07	6	dec06
W01001363	3	dec03	3	dec03	3	dec03	2	dec02	3	dec03	4	dec04	6	dec06	2	dec02	5	dec05
W01001364	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	2	dec02	4	dec04	6	dec06
W01001365	4	dec04	4	dec04	3	dec03	4	dec04	3	dec03	8	dec08	5	dec05	7	dec07	5	dec05
W01001366	6	dec06	6	dec06	5	dec05	6	dec06	6	dec06	3	dec03	7	dec07	2	dec02	6	dec06
W01001367	5	dec05	5	dec05	5	dec05	5	dec05	5	dec05	6	dec06	5	dec05	3	dec03	5	dec05
W01001368	2	dec02	2	dec02	3	dec03	2	dec02	2	dec02	4	dec04	4	dec04	4	dec04	5	dec05
W01001369	6	dec06	5	dec05	5	dec05	6	dec06	5	dec05	3	dec03	5	dec05	7	dec07	9	dec09
W01001370	5	dec05	5	dec05	5	dec05	4	dec04	4	dec04	9	dec09	2	dec02	4	dec04	9	dec09
W01001371	2	dec02	2	dec02	2	dec02	2	dec02	1	dec01-highd	6	dec06	2	dec02	3	dec03	4	dec04
W01001372	6	dec06	6	dec06	6	dec06	7	dec07	5	dec05	9	dec09	4	dec04	2	dec02	4	dec04
W01001373	5	dec05	5	dec05	6	dec06	6	dec06	5	dec05	10	dec10-lowd	3	dec03	1	dec01-highd	3	dec03
W01001374	3	dec03	4	dec04	2	dec02	1	dec01-highd	3	dec03	2	dec02	5	dec05	9	dec09	8	dec08
W01001375	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	4	dec04	8	dec08	1	dec01-highd	3	dec03	6	dec06
W01001376	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	2	dec02	3	dec03	4	dec04
W01001377	7	dec07	7	dec07	5	dec05	5	dec05	7	dec07	6	dec06	6	dec06	7	dec07	7	dec07
W01001378	3	dec03	3	dec03	3	dec03	2	dec02	4	dec04	7	dec07	3	dec03	7	dec07	6	dec06
W01001379	8	dec08	7	dec07	6	dec06	6	dec06	6	dec06	8	dec08	7	dec07	7	dec07	10	dec10-lowd
W01001380	6	dec06	7	dec07	6	dec06	3	dec03	7	dec07	4	dec04	8	dec08	9	dec09	9	dec09
W01001381	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	4	dec04	9	dec09	3	dec03
W01001382	8	dec08	7	dec07	5	dec05	5	dec05	9	dec09	9	dec09	8	dec08	9	dec09	9	dec09
W01001383	5	dec05	5	dec05	4	dec04	4	dec04	5	dec05	9	dec09	3	dec03	8	dec08	7	dec07
W01001384	4	dec04	4	dec04	3	dec03	3	dec03	3	dec03	8	dec08	2	dec02	9	dec09	7	dec07
W01001385	2	dec02	2	dec02	2	dec02	1	dec01-highd	2	dec02	3	dec03	3	dec03	8	dec08	6	dec06
W01001386	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	1	dec01-highd	8	dec08	4	dec04
W01001387	2	dec02	3	dec03	3	dec03	1	dec01-highd	3	dec03	8	dec08	2	dec02	3	dec03	3	dec03
W01001388	3	dec03	3	dec03	3	dec03	3	dec03	3	dec03	6	dec06	2	dec02	3	dec03	3	dec03
W01001389	6	dec06	6	dec06	4	dec04	5	dec05	6	dec06	6	dec06	8	dec08	3	dec03	9	dec09
W01001390	9	dec09	9	dec09	7	dec07	7	dec07	9	dec09	10	dec10-lowd	8	dec08	8	dec08	10	dec10-lowd
W01001391	5	dec05	5	dec05	5	dec05	3	dec03	4	dec04	9	dec09	6	dec06	9	dec09	6	dec06
W01001392	8	dec08	9	dec09	6	dec06	7	dec07	8	dec08	6	dec06	6	dec06	5	dec05	10	dec10-lowd
W01001393	2	dec02	3	dec03	2	dec02	4	dec04	1	dec01-highd	7	dec07	4	dec04	4	dec04	4	dec04
W01001394	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	7	dec07	7	dec07	9	dec09	9	dec09
W01001395	4	dec04	4	dec04	4	dec04	3	dec03	4	dec04	7	dec07	3	dec03	4	dec04	4	dec04
W01001396	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	5	dec05	3	dec03	4	dec04	3	dec03
W01001397	7	dec07	7	dec07	5	dec05	5	dec05	4	dec04	9	dec09	6	dec06	9	dec09	5	dec05
W01001398	9	dec09	8	dec08	8	dec08	5	dec05	7	dec07	8	dec08	6	dec06	6	dec06	10	dec10-lowd
W01001399	7	dec07	6	dec06	6	dec06	7	dec07	6	dec06	8	dec08	8	dec08	5	dec05	8	dec08
W01001400	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	4	dec04	6	dec06	4	dec04
W01001401	4	dec04	3	dec03	3	dec03	4	dec04	4	dec04	3	dec03	5	dec05	3	dec03	9	dec09
W01001402	2	dec02	2	dec02	2	dec02	3	dec03	2	dec02	4	dec04	3	dec03	6	dec06	5	dec05
W01001403	5	dec05	5	dec05	5	dec05	5	dec05	4	dec04	8	dec08	4	dec04	2	dec02	10	dec10-lowd
W01001404	10	dec10-lowd	10	dec10-lowd	8	dec08	8	dec08	8	dec08	7	dec07	8	dec08	8	dec08	9	dec09
W01001405	4	dec04	3	dec03	4	dec04	5	dec05	3	dec03	4	dec04	4	dec04	4	dec04	4	dec04
W01001406	2	dec02	3	dec03	1	dec01-highd	1	dec01-highd	3	dec03	5	dec05	4	dec04	6	dec06	7	dec07
W01001407	7	dec07	6	dec06	6	dec06	8	dec08	5	dec05	4	dec04	7	dec07	8	dec08	3	dec03
W01001408	3	dec03	2	dec02	4	dec04	3	dec03	2	dec02	4	dec04	5	dec05	4	dec04	3	dec03
W01001409	7	dec07	6	dec06	6	dec06	8	dec08	6	dec06	10	dec10-lowd	7	dec07	4	dec04	6	dec06
W01001410	4	dec04	4	dec04	3	dec03	4	dec04	4	dec04	7	dec07	2	dec02	4	dec04	5	dec05
W01001411	4	dec04	5	dec05	4	dec04	3	dec03	4	dec04	9	dec09	4	dec04	3	dec03	5	dec05
W01001412	5	dec05	5	dec05	5	dec05	6	dec06	6	dec06	10	dec10-lowd	1	dec01-highd	1	dec01-highd	9	dec09
W01001413	4	dec04	5	dec05	4	dec04	4	dec04	3	dec03	4	dec04	5	dec05	1	dec01-highd	4	dec04
W01001414	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	3	dec03	6	dec06	4	dec04	1	dec01-highd	5	dec05
W01001415	4	dec04	4	dec04	3	dec03	2	dec02	4	dec04	6	dec06	6	dec06	3	dec03	7	dec07
W01001416	6	dec06	6	dec06	4	dec04	6	dec06	5	dec05	4	dec04	6	dec06	4	dec04	10	dec10-lowd
W01001417	8	dec08	8	dec08	7	dec07	6	dec06	7	dec07	6	dec06	9	dec09	2	dec02	10	dec10-lowd
W01001418	2	dec02	3	dec03	3	dec03	2	dec02	2	dec02	3	dec03	3	dec03	2	dec02	5	dec05
W01001419	6	dec06	7	dec07	7	dec07	6	dec06	7	dec07	2	dec02	7	dec07	6	dec06	8	dec08
W01001420	7	dec07	7	dec07	7	dec07	5	dec05	7	dec07	5	dec05	7	dec07	3	dec03	7	dec07
W01001421	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	1	dec01-highd	2	dec02	2	dec02
W01001422	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	2	dec02	5	dec05	6	dec06
W01001423	8	dec08	9	dec09	7	dec07	7	dec07	7	dec07	6	dec06	5	dec05	3	dec03	7	dec07
W01001424	4	dec04	4	dec04	5	dec05	4	dec04	6	dec06	5	dec05	1	dec01-highd	8	dec08	5	dec05
W01001425	7	dec07	6	dec06	7	dec07	8	dec08	8	dec08	3	dec03	3	dec03	5	dec05	8	dec08
W01001426	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	9	dec09	4	dec04	10	dec10-lowd	6	dec06	9	dec09
W01001427	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	6	dec06	10	dec10-lowd	6	dec06	10	dec10-lowd
W01001428	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	1	dec01-highd	5	dec05	5	dec05
W01001429	4	dec04	5	dec05	2	dec02	3	dec03	6	dec06	4	dec04	3	dec03	3	dec03	9	dec09
W01001430	3	dec03	5	dec05	5	dec05	1	dec01-highd	4	dec04	3	dec03	5	dec05	4	dec04	5	dec05
W01001431	5	dec05	5	dec05	5	dec05	5	dec05	6	dec06	3	dec03	6	dec06	8	dec08	9	dec09
W01001432	5	dec05	5	dec05	5	dec05	4	dec04	4	dec04	7	dec07	5	dec05	5	dec05	8	dec08
W01001433	4	dec04	5	dec05	4	dec04	5	dec05	5	dec05	10	dec10-lowd	1	dec01-highd	3	dec03	3	dec03
W01001434	9	dec09	10	dec10-lowd	9	dec09	7	dec07	10	dec10-lowd	3	dec03	5	dec05	3	dec03	10	dec10-lowd
W01001435	3	dec03	4	dec04	3	dec03	2	dec02	3	dec03	10	dec10-lowd	2	dec02	2	dec02	5	dec05
W01001436	2	dec02	3	dec03	2	dec02	5	dec05	2	dec02	8	dec08	1	dec01-highd	8	dec08	2	dec02
W01001437	5	dec05	5	dec05	4	dec04	5	dec05	3	dec03	9	dec09	5	dec05	8	dec08	3	dec03
W01001438	4	dec04	4	dec04	2	dec02	4	dec04	5	dec05	7	dec07	4	dec04	3	dec03	10	dec10-lowd
W01001439	6	dec06	6	dec06	5	dec05	3	dec03	5	dec05	7	dec07	6	dec06	3	dec03	9	dec09
W01001440	4	dec04	4	dec04	3	dec03	4	dec04	3	dec03	3	dec03	5	dec05	6	dec06	8	dec08
W01001441	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	2	dec02	3	dec03	4	dec04	5	dec05
W01001442	7	dec07	8	dec08	6	dec06	4	dec04	6	dec06	7	dec07	4	dec04	4	dec04	8	dec08
W01001443	2	dec02	3	dec03	2	dec02	2	dec02	2	dec02	7	dec07	2	dec02	5	dec05	6	dec06
W01001444	3	dec03	3	dec03	3	dec03	3	dec03	2	dec02	3	dec03	3	dec03	6	dec06	7	dec07
W01001445	4	dec04	4	dec04	3	dec03	4	dec04	4	dec04	4	dec04	2	dec02	6	dec06	5	dec05
W01001446	5	dec05	6	dec06	6	dec06	3	dec03	5	dec05	8	dec08	4	dec04	3	dec03	8	dec08
W01001447	2	dec02	2	dec02	2	dec02	2	dec02	1	dec01-highd	4	dec04	3	dec03	4	dec04	5	dec05
W01001448	3	dec03	4	dec04	2	dec02	5	dec05	4	dec04	8	dec08	1	dec01-highd	2	dec02	5	dec05
W01001449	3	dec03	4	dec04	3	dec03	5	dec05	2	dec02	7	dec07	2	dec02	3	dec03	8	dec08
W01001450	3	dec03	4	dec04	3	dec03	4	dec04	2	dec02	5	dec05	4	dec04	2	dec02	9	dec09
W01001451	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	1	dec01-highd	7	dec07
W01001452	6	dec06	5	dec05	5	dec05	6	dec06	7	dec07	5	dec05	7	dec07	2	dec02	5	dec05
W01001453	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	5	dec05	2	dec02	9	dec09	2	dec02
W01001454	3	dec03	4	dec04	4	dec04	3	dec03	2	dec02	4	dec04	5	dec05	7	dec07	2	dec02
W01001455	3	dec03	3	dec03	3	dec03	2	dec02	2	dec02	10	dec10-lowd	2	dec02	8	dec08	7	dec07
W01001456	2	dec02	2	dec02	2	dec02	3	dec03	3	dec03	8	dec08	1	dec01-highd	6	dec06	3	dec03
W01001457	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	3	dec03	1	dec01-highd	7	dec07	4	dec04
W01001458	6	dec06	5	dec05	5	dec05	5	dec05	5	dec05	10	dec10-lowd	4	dec04	6	dec06	6	dec06
W01001459	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	3	dec03	10	dec10-lowd	1	dec01-highd
W01001460	3	dec03	4	dec04	4	dec04	3	dec03	5	dec05	3	dec03	1	dec01-highd	6	dec06	4	dec04
W01001461	3	dec03	4	dec04	3	dec03	3	dec03	3	dec03	7	dec07	1	dec01-highd	8	dec08	8	dec08
W01001462	4	dec04	4	dec04	3	dec03	4	dec04	5	dec05	4	dec04	4	dec04	7	dec07	6	dec06
W01001463	6	dec06	6	dec06	5	dec05	5	dec05	5	dec05	7	dec07	6	dec06	9	dec09	7	dec07
W01001464	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	2	dec02	10	dec10-lowd	4	dec04
W01001465	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	4	dec04	3	dec03	4	dec04	7	dec07
W01001466	2	dec02	3	dec03	2	dec02	4	dec04	2	dec02	2	dec02	2	dec02	6	dec06	4	dec04
W01001467	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	3	dec03	1	dec01-highd	3	dec03	5	dec05
W01001468	2	dec02	3	dec03	1	dec01-highd	3	dec03	1	dec01-highd	4	dec04	2	dec02	2	dec02	5	dec05
W01001469	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	3	dec03	1	dec01-highd	4	dec04	5	dec05
W01001470	6	dec06	7	dec07	5	dec05	7	dec07	5	dec05	5	dec05	6	dec06	2	dec02	8	dec08
W01001471	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	7	dec07	4	dec04	1	dec01-highd	6	dec06
W01001472	6	dec06	6	dec06	4	dec04	5	dec05	7	dec07	5	dec05	6	dec06	3	dec03	8	dec08
W01001473	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	4	dec04	4	dec04
W01001474	2	dec02	3	dec03	2	dec02	3	dec03	2	dec02	2	dec02	3	dec03	7	dec07	8	dec08
W01001475	5	dec05	6	dec06	4	dec04	3	dec03	5	dec05	5	dec05	5	dec05	3	dec03	5	dec05
