GSS	combined_idx_dec	income	employment	education	health	crime	housing	services	country
S01009066	4	4	3	3	4	5	6	9	scotland
S01009067	9	9	8	8	9	8	10	5	scotland
S01009068	5	4	5	3	4	6	6	5	scotland
S01009069	9	10	9	7	9	10	10	2	scotland
S01009070	8	8	7	7	8	6	9	6	scotland
S01009071	6	6	6	7	6	5	7	2	scotland
S01009072	8	8	7	7	9	6	9	4	scotland
S01009073	4	3	4	4	4	6	4	8	scotland
S01009074	3	3	3	3	4	6	4	5	scotland
S01009075	5	5	4	5	6	5	5	7	scotland
S01009076	7	7	6	5	7	5	7	3	scotland
S01009077	5	4	5	5	8	6	8	7	scotland
S01009078	10	10	10	8	10	9	10	4	scotland
S01009079	3	2	3	2	3	3	5	9	scotland
S01009080	4	3	4	4	5	8	5	7	scotland
S01009081	6	6	5	6	7	6	9	4	scotland
S01009082	4	4	4	3	4	3	5	5	scotland
S01009083	5	5	5	4	6	6	6	3	scotland
S01009084	3	3	3	6	4	2	9	1	scotland
S01009085	9	10	10	9	10	9	10	1	scotland
S01009086	3	4	3	5	3	4	5	2	scotland
S01009087	3	4	4	3	3	4	8	2	scotland
S01009088	5	7	6	7	6	1	8	2	scotland
S01009089	8	7	6	10	10	10	10	2	scotland
S01009090	10	10	10	9	10	7	10	3	scotland
S01009091	10	10	10	10	10	10	10	2	scotland
S01009092	6	6	5	7	5	4	8	6	scotland
S01009093	3	4	3	4	3	5	5	3	scotland
S01009094	10	10	9	9	10	10	10	2	scotland
S01009095	7	7	7	8	6	2	6	8	scotland
S01009096	7	7	6	7	7	7	8	6	scotland
S01009097	10	10	9	9	8	9	9	4	scotland
S01009098	9	9	9	9	8	8	10	3	scotland
S01009099	5	4	4	7	4	4	6	9	scotland
S01009100	3	3	3	4	2	3	4	9	scotland
S01009101	3	4	3	2	3	4	4	6	scotland
S01009102	2	1	2	2	3	2	3	5	scotland
S01009103	8	9	7	9	9	7	10	3	scotland
S01009104	5	5	4	6	4	2	8	6	scotland
S01009105	6	5	4	7	5	4	9	8	scotland
S01009106	6	6	6	5	5	6	9	8	scotland
S01009107	7	8	7	7	6	4	8	3	scotland
S01009108	9	9	9	9	9	7	10	4	scotland
S01009109	10	10	10	9	9	10	10	3	scotland
S01009110	6	5	6	6	5	6	9	4	scotland
S01009111	8	8	7	9	7	8	7	4	scotland
S01009112	10	10	9	9	9	8	10	3	scotland
S01009113	9	9	9	9	8	9	9	4	scotland
S01009114	8	8	7	8	8	6	6	6	scotland
S01009115	6	4	5	8	5	6	5	7	scotland
S01009116	10	10	9	9	9	9	10	4	scotland
S01009117	5	5	4	6	4	6	6	5	scotland
S01009118	9	8	8	9	8	10	10	4	scotland
S01009119	3	4	3	2	3	5	5	4	scotland
S01009120	4	4	4	4	4	6	6	4	scotland
S01009121	4	5	4	3	5	3	5	3	scotland
S01009122	4	4	4	5	5	3	6	1	scotland
S01009123	7	8	10	6	7	6	8	2	scotland
S01009124	7	8	8	7	6	8	7	2	scotland
S01009125	4	5	3	5	4	6	4	3	scotland
S01009126	1	1	1	1	1	1	3	5	scotland
S01009127	1	2	1	3	1	3	3	3	scotland
S01009128	1	1	1	1	1	1	5	10	scotland
S01009129	1	1	2	1	2	2	4	7	scotland
S01009130	3	3	3	2	4	2	6	7	scotland
S01009131	3	4	3	3	3	1	3	9	scotland
S01009132	8	7	7	7	8	5	9	9	scotland
S01009133	2	2	2	3	2	1	4	9	scotland
S01009134	7	6	6	6	6	5	8	8	scotland
S01009135	8	8	6	8	8	4	8	9	scotland
S01009136	8	8	8	7	5	5	10	9	scotland
S01009137	10	10	10	8	10	10	10	4	scotland
S01009138	9	8	8	9	8	4	8	10	scotland
S01009139	2	2	2	3	3	2	3	10	scotland
S01009140	3	3	2	5	4	1	5	10	scotland
S01009141	2	2	1	3	1	2	5	8	scotland
S01009142	2	3	1	2	3	1	2	9	scotland
S01009143	1	2	1	1	1	4	3	9	scotland
S01009144	8	7	8	6	7	4	9	6	scotland
S01009145	5	6	4	5	5	6	5	8	scotland
S01009146	3	3	3	1	3	3	3	5	scotland
S01009147	2	3	2	1	3	4	5	5	scotland
S01009148	3	3	4	2	4	4	3	3	scotland
S01009149	5	6	6	7	6	1	5	6	scotland
S01009150	2	2	1	8	2	10	6	5	scotland
S01009151	7	7	7	7	4	3	7	9	scotland
S01009152	3	3	2	6	3	4	3	9	scotland
S01009153	5	5	5	6	6	1	3	10	scotland
S01009154	7	8	7	8	6	1	6	7	scotland
S01009155	9	7	7	9	8	6	10	9	scotland
S01009156	10	9	9	9	9	6	10	5	scotland
S01009157	5	4	5	4	6	7	6	4	scotland
S01009158	5	3	4	5	6	6	9	7	scotland
S01009159	1	1	1	2	1	1	3	7	scotland
S01009160	3	3	3	4	3	2	4	9	scotland
S01009161	1	1	1	1	2	2	4	6	scotland
S01009162	1	2	1	3	1	1	4	10	scotland
S01009163	4	4	4	7	3	4	6	6	scotland
S01009164	4	5	4	3	4	8	5	4	scotland
S01009165	2	2	2	2	3	2	6	6	scotland
S01009166	2	2	2	1	1	2	4	8	scotland
S01009167	2	2	3	2	3	5	3	5	scotland
S01009168	9	10	6	9	8	4	6	6	scotland
S01009169	3	3	3	3	2	8	6	6	scotland
S01009170	3	2	3	2	3	3	3	5	scotland
S01009171	4	6	4	3	4	3	8	3	scotland
S01009172	10	10	9	10	10	7	10	6	scotland
S01009173	9	10	10	9	10	7	9	2	scotland
S01009174	9	10	10	9	10	10	10	2	scotland
S01009175	9	10	10	10	10	9	10	1	scotland
S01009176	7	8	6	10	9	7	10	2	scotland
S01009177	2	2	2	3	3	5	5	2	scotland
S01009178	2	2	2	3	3	2	3	2	scotland
S01009179	3	3	3	4	4	4	5	2	scotland
S01009180	3	4	3	3	4	2	5	3	scotland
S01009181	5	5	6	4	7	3	6	3	scotland
S01009182	7	7	7	7	6	6	9	3	scotland
S01009183	9	9	8	9	9	9	8	2	scotland
S01009184	3	3	3	1	3	4	5	5	scotland
S01009185	3	3	3	3	4	2	5	4	scotland
S01009186	5	5	5	4	7	4	5	4	scotland
S01009187	7	8	8	8	6	4	7	2	scotland
S01009188	3	3	4	2	4	6	8	4	scotland
S01009189	3	3	4	1	4	5	6	5	scotland
S01009190	8	8	8	7	9	6	10	3	scotland
S01009191	9	10	10	9	10	9	9	2	scotland
S01009192	8	7	9	6	9	1	8	8	scotland
S01009193	9	9	10	7	10	9	9	2	scotland
S01009194	9	9	8	9	10	9	10	2	scotland
S01009195	10	8	9	10	9	8	10	5	scotland
S01009196	5	5	5	4	5	5	8	6	scotland
S01009197	9	9	9	9	9	9	10	2	scotland
S01009198	8	8	7	9	8	10	9	3	scotland
S01009199	8	8	7	9	6	8	10	4	scotland
S01009200	8	8	8	8	9	7	10	2	scotland
S01009201	4	4	4	4	5	7	6	4	scotland
S01009202	9	10	10	9	10	8	10	2	scotland
S01009203	1	2	1	1	2	2	6	5	scotland
S01009204	4	4	5	3	6	5	3	2	scotland
S01009205	9	10	9	8	8	9	10	3	scotland
S01009206	9	10	8	10	8	9	9	2	scotland
S01009207	9	9	8	7	9	8	8	3	scotland
S01009208	7	8	5	7	7	9	8	5	scotland
S01009209	9	9	9	7	6	8	9	5	scotland
S01009210	8	9	9	9	9	1	9	4	scotland
S01009211	6	5	7	4	7	9	7	3	scotland
S01009212	3	4	3	2	4	6	5	5	scotland
S01009213	3	3	4	3	2	4	4	7	scotland
S01009214	8	8	8	7	7	9	10	5	scotland
S01009215	4	4	3	4	5	3	7	6	scotland
S01009216	4	4	4	3	5	5	5	5	scotland
S01009217	2	2	2	1	2	2	3	3	scotland
S01009218	6	6	6	6	7	6	6	4	scotland
S01009219	3	4	2	4	3	6	4	2	scotland
S01009220	3	5	3	3	4	4	8	3	scotland
S01009221	5	5	5	5	5	4	3	4	scotland
S01009222	3	4	3	2	5	3	3	3	scotland
S01009223	5	5	5	3	4	5	8	6	scotland
S01009224	3	4	3	2	3	2	5	5	scotland
S01009225	5	5	5	5	4	5	5	3	scotland
S01009226	2	3	2	2	3	1	7	6	scotland
S01009227	4	4	4	5	4	4	7	8	scotland
S01009228	1	2	2	1	2	2	5	7	scotland
S01009229	5	5	4	6	4	2	7	9	scotland
S01009230	5	5	4	6	5	6	4	9	scotland
S01009231	7	7	6	6	6	7	8	5	scotland
S01009232	1	2	1	1	2	1	3	8	scotland
S01009233	5	5	5	3	4	5	8	10	scotland
S01009234	1	1	1	1	2	2	3	9	scotland
S01009235	3	3	2	2	3	4	4	10	scotland
S01009236	8	8	7	7	8	4	8	9	scotland
S01009237	10	9	9	10	9	6	8	8	scotland
S01009238	3	4	3	3	4	5	4	2	scotland
S01009239	4	4	4	4	4	4	5	6	scotland
S01009240	1	1	1	1	1	1	5	7	scotland
S01009241	2	1	1	2	3	2	6	6	scotland
S01009242	5	4	4	7	5	3	8	6	scotland
S01009243	5	5	5	4	5	6	6	4	scotland
S01009244	9	9	10	8	9	6	10	2	scotland
S01009245	8	8	8	6	8	7	9	4	scotland
S01009246	5	4	5	3	5	5	5	9	scotland
S01009247	5	5	5	3	5	6	5	7	scotland
S01009248	7	7	6	6	7	6	9	6	scotland
S01009249	3	3	2	2	4	4	5	10	scotland
S01009250	5	6	4	2	5	6	5	7	scotland
S01009251	6	5	5	5	6	7	10	8	scotland
S01009252	10	10	10	9	10	7	9	6	scotland
S01009253	3	4	3	2	3	5	4	9	scotland
S01009254	2	2	2	1	2	2	5	9	scotland
S01009255	3	3	3	2	4	2	2	9	scotland
S01009256	7	7	6	6	8	8	8	9	scotland
S01009257	6	6	5	5	7	6	4	10	scotland
S01009258	6	7	6	7	7	5	5	1	scotland
S01009259	8	7	7	8	8	5	10	7	scotland
S01009260	6	6	6	4	6	7	5	4	scotland
S01009261	3	2	2	2	4	2	6	6	scotland
S01009262	2	2	2	1	3	6	4	3	scotland
S01009263	9	10	10	7	10	9	9	3	scotland
S01009264	7	8	7	7	8	8	9	2	scotland
S01009265	5	6	5	5	5	7	5	4	scotland
S01009266	4	4	3	5	4	8	9	4	scotland
S01009267	6	6	5	7	5	6	6	6	scotland
S01009268	5	6	5	4	5	7	8	2	scotland
S01009269	1	1	2	1	2	1	7	4	scotland
S01009270	3	3	2	3	3	8	3	6	scotland
S01009271	8	10	8	7	9	9	9	2	scotland
S01009272	2	3	2	2	3	5	5	3	scotland
S01009273	8	10	8	10	9	8	10	2	scotland
S01009274	7	8	7	7	6	7	7	2	scotland
S01009275	3	4	3	8	4	6	8	1	scotland
S01009276	7	6	6	7	7	10	9	2	scotland
S01009277	7	8	7	8	10	9	10	1	scotland
S01009278	9	10	9	9	9	8	10	2	scotland
S01009279	5	5	5	4	6	9	7	2	scotland
S01009280	2	2	1	1	2	5	4	5	scotland
S01009281	2	3	2	2	2	5	4	3	scotland
S01009282	6	6	5	7	7	7	8	2	scotland
S01009283	5	6	6	5	6	4	4	2	scotland
S01009284	9	9	9	10	9	10	10	4	scotland
S01009285	8	8	7	8	8	9	8	2	scotland
S01009286	9	8	8	10	7	10	9	4	scotland
S01009287	9	9	9	10	9	10	10	2	scotland
S01009288	9	9	8	9	9	10	9	2	scotland
S01009289	8	7	7	9	8	9	10	3	scotland
S01009290	10	10	9	10	10	6	10	2	scotland
S01009291	9	9	9	9	10	9	9	2	scotland
S01009292	3	3	3	2	5	5	4	4	scotland
S01009293	6	6	6	5	7	9	7	2	scotland
S01009294	9	10	8	9	10	9	10	2	scotland
S01009295	8	10	8	8	9	9	9	2	scotland
S01009296	7	7	7	7	7	7	10	2	scotland
S01009297	9	10	9	9	9	10	9	3	scotland
S01009298	3	3	2	4	3	5	4	4	scotland
S01009299	5	4	4	7	5	2	7	5	scotland
S01009300	3	3	2	6	4	1	5	4	scotland
S01009301	2	3	1	4	2	1	4	7	scotland
S01009302	1	1	1	3	1	3	3	6	scotland
S01009303	8	7	6	9	6	5	9	8	scotland
S01009304	6	5	5	7	7	9	9	4	scotland
S01009305	4	4	3	5	3	2	7	6	scotland
S01009306	6	5	5	6	6	4	4	8	scotland
S01009307	3	4	3	6	4	1	3	8	scotland
S01009308	4	4	4	9	6	1	7	8	scotland
S01009309	6	5	5	8	7	4	5	9	scotland
S01009310	9	9	8	10	8	10	9	5	scotland
S01009311	3	2	3	2	3	7	3	8	scotland
S01009312	7	5	6	6	6	6	4	9	scotland
S01009313	3	3	3	3	3	2	5	10	scotland
S01009314	8	7	6	9	6	6	8	6	scotland
S01009315	5	5	3	5	4	8	6	10	scotland
S01009316	9	9	8	10	9	8	9	5	scotland
S01009317	9	10	9	10	9	8	10	3	scotland
S01009318	10	10	10	10	10	9	10	4	scotland
S01009319	9	8	9	9	9	7	10	6	scotland
S01009320	6	5	5	8	6	8	9	5	scotland
S01009321	9	9	7	10	9	10	10	5	scotland
S01009322	7	7	6	6	6	8	10	4	scotland
S01009323	5	5	6	3	6	9	6	5	scotland
S01009324	5	5	4	6	6	5	5	5	scotland
S01009325	9	8	9	9	8	8	10	4	scotland
S01009326	6	6	5	6	5	4	10	6	scotland
S01009327	9	9	8	7	8	9	10	5	scotland
S01009328	10	10	10	9	10	10	10	4	scotland
S01009329	9	9	9	7	9	7	10	7	scotland
S01009330	7	6	8	4	8	6	7	9	scotland
S01009331	8	8	9	8	8	7	10	4	scotland
S01009332	8	9	7	8	9	3	10	6	scotland
S01009333	5	4	4	5	4	4	6	7	scotland
S01009334	2	2	2	4	2	1	5	5	scotland
S01009335	3	3	3	3	3	2	4	7	scotland
S01009336	1	1	1	1	2	2	3	5	scotland
S01009337	2	2	2	1	3	3	3	6	scotland
S01009338	2	2	2	2	2	3	6	9	scotland
S01009339	2	2	1	1	3	2	3	8	scotland
S01009340	3	2	3	3	3	4	4	7	scotland
S01009341	3	2	3	1	3	3	6	6	scotland
S01009342	4	4	4	3	5	5	6	5	scotland
S01009343	6	6	6	4	6	6	6	4	scotland
S01009344	3	3	3	2	3	2	4	8	scotland
S01009345	6	6	6	5	5	7	5	4	scotland
S01009346	9	9	10	10	10	9	10	2	scotland
S01009347	10	10	10	10	10	10	10	2	scotland
S01009348	9	9	9	8	10	6	10	4	scotland
S01009349	7	5	6	8	8	9	10	3	scotland
S01009350	8	7	9	7	8	6	8	3	scotland
S01009351	9	9	9	7	10	8	9	4	scotland
S01009352	9	10	10	8	10	10	10	2	scotland
S01009353	10	10	10	9	10	9	10	1	scotland
S01009354	10	10	10	9	10	10	10	3	scotland
S01009355	9	10	7	7	8	9	10	3	scotland
S01009356	9	10	9	8	9	10	10	3	scotland
S01009357	10	10	10	10	10	8	10	2	scotland
S01009358	10	10	10	10	10	9	10	2	scotland
S01009359	10	9	10	9	10	10	10	3	scotland
S01009360	8	7	7	7	7	4	9	8	scotland
S01009361	7	7	6	7	6	7	8	6	scotland
S01009362	10	10	9	8	9	10	9	4	scotland
S01009363	5	6	4	4	5	5	8	5	scotland
S01009364	7	7	7	4	7	8	9	3	scotland
S01009365	5	5	5	4	5	9	7	3	scotland
S01009366	5	5	4	5	5	4	7	8	scotland
S01009367	5	5	5	6	4	3	4	9	scotland
S01009368	5	5	5	2	5	7	5	5	scotland
S01009369	5	5	5	3	5	3	8	10	scotland
S01009370	6	6	5	4	5	6	8	7	scotland
S01009371	5	6	5	4	4	6	7	8	scotland
S01009372	5	6	5	3	4	6	4	8	scotland
S01009373	3	4	3	3	3	2	6	8	scotland
S01009374	3	4	3	2	2	4	6	4	scotland
S01009375	4	3	4	2	4	4	5	9	scotland
S01009376	4	5	3	4	4	6	5	6	scotland
S01009377	7	7	9	5	8	6	7	2	scotland
S01009378	4	4	5	3	5	4	4	3	scotland
S01009379	7	7	6	5	7	10	7	3	scotland
S01009380	6	7	5	5	5	5	9	3	scotland
S01009381	8	7	8	6	9	6	9	6	scotland
S01009382	4	4	4	4	4	4	7	9	scotland
S01009383	5	5	4	3	5	5	3	9	scotland
S01009384	10	10	10	10	10	9	9	2	scotland
S01009385	7	8	8	7	7	7	6	2	scotland
S01009386	5	5	5	4	5	4	6	8	scotland
S01009387	5	5	5	4	4	7	7	5	scotland
S01009388	2	1	1	2	2	2	3	7	scotland
S01009389	6	6	5	6	5	2	7	9	scotland
S01009390	10	10	10	10	10	9	10	3	scotland
S01009391	10	9	10	9	10	10	10	4	scotland
S01009392	10	10	10	10	10	10	10	6	scotland
S01009393	9	10	8	7	10	8	8	5	scotland
S01009394	9	9	9	8	8	9	9	3	scotland
S01009395	10	10	10	10	9	9	10	7	scotland
S01009396	10	10	10	10	10	10	10	5	scotland
S01009397	8	8	7	10	9	8	7	4	scotland
S01009398	9	9	7	9	7	10	8	6	scotland
S01009399	9	9	8	9	9	10	7	7	scotland
S01009400	7	6	5	7	6	10	7	9	scotland
S01009401	10	9	8	9	9	10	10	6	scotland
S01009402	10	10	9	9	9	9	10	3	scotland
S01009403	7	5	6	8	7	8	10	4	scotland
S01009404	2	2	2	3	3	2	5	2	scotland
S01009405	9	9	9	9	9	8	10	3	scotland
S01009406	6	5	5	4	5	7	7	10	scotland
S01009407	7	6	6	6	7	10	7	5	scotland
S01009408	9	9	8	6	8	9	9	8	scotland
S01009409	5	5	4	3	5	9	5	6	scotland
S01009410	2	2	3	1	3	5	3	6	scotland
S01009411	3	3	3	3	3	4	4	6	scotland
S01009412	3	3	2	3	3	4	5	6	scotland
S01009413	5	6	5	3	5	4	5	7	scotland
S01009414	5	6	5	3	5	5	5	4	scotland
S01009415	3	3	3	4	3	3	5	10	scotland
S01009416	9	9	9	7	9	8	9	6	scotland
S01009417	4	3	3	7	3	4	9	4	scotland
S01009418	3	4	3	2	3	7	6	8	scotland
S01009419	3	3	3	2	3	6	6	2	scotland
S01009420	1	1	2	1	2	4	6	4	scotland
S01009421	2	1	2	1	3	5	5	4	scotland
S01009422	4	5	4	3	5	8	5	4	scotland
S01009423	10	10	10	8	10	8	9	3	scotland
S01009424	5	5	5	7	5	4	9	7	scotland
S01009425	5	5	4	3	6	5	7	9	scotland
S01009426	2	2	1	1	2	5	6	9	scotland
S01009427	2	2	1	4	2	2	7	8	scotland
S01009428	2	3	2	2	2	4	3	7	scotland
S01009429	1	1	1	1	1	2	2	9	scotland
S01009430	2	3	2	2	3	3	4	8	scotland
S01009431	2	3	2	2	3	3	6	4	scotland
S01009432	1	1	1	1	2	3	4	5	scotland
S01009433	2	2	2	2	3	2	5	5	scotland
S01009434	3	3	2	1	3	6	3	5	scotland
S01009435	1	1	1	1	1	2	5	4	scotland
S01009436	3	3	3	2	3	8	6	4	scotland
S01009437	4	3	3	3	4	6	6	8	scotland
S01009438	3	3	3	2	3	4	4	6	scotland
S01009439	2	2	2	2	3	4	5	4	scotland
S01009440	3	3	2	2	3	3	7	10	scotland
S01009441	3	2	2	2	3	5	4	9	scotland
S01009442	7	7	6	6	6	6	6	3	scotland
S01009443	3	3	3	4	3	4	6	4	scotland
S01009444	8	8	7	7	8	7	9	6	scotland
S01009445	3	3	3	2	4	5	5	8	scotland
S01009446	1	1	1	1	1	2	3	10	scotland
S01009447	2	3	1	2	3	4	6	10	scotland
S01009448	7	7	7	5	6	9	9	4	scotland
S01009449	4	5	3	3	4	6	3	8	scotland
S01009450	1	1	1	1	2	5	6	6	scotland
S01009451	2	2	2	1	2	2	4	7	scotland
S01009452	3	3	2	3	3	6	7	9	scotland
S01009453	3	3	2	4	2	2	6	10	scotland
S01009454	9	9	9	10	10	4	9	2	scotland
S01009455	9	9	10	10	10	8	9	2	scotland
S01009456	3	4	2	4	4	3	6	7	scotland
S01009457	7	7	8	8	7	5	5	1	scotland
S01009458	6	5	4	7	5	6	5	8	scotland
S01009459	3	3	3	4	4	2	5	9	scotland
S01009460	1	1	1	1	2	2	4	4	scotland
S01009461	9	8	10	7	10	9	10	3	scotland
S01009462	6	5	6	5	7	9	5	2	scotland
S01009463	5	5	5	5	6	7	9	4	scotland
S01009464	8	7	8	8	6	7	7	5	scotland
S01009465	6	6	6	4	6	5	6	5	scotland
S01009466	9	9	8	8	9	7	10	5	scotland
S01009467	9	9	8	9	8	10	10	5	scotland
S01009468	3	3	3	3	4	6	5	8	scotland
S01009469	8	7	6	8	8	5	8	7	scotland
S01009470	7	6	7	5	8	9	7	5	scotland
S01009471	1	1	1	3	1	1	5	9	scotland
S01009472	2	1	1	3	3	2	4	8	scotland
S01009473	2	2	1	1	2	2	3	8	scotland
S01009474	2	2	1	3	3	5	7	4	scotland
S01009475	9	10	10	9	9	10	8	2	scotland
S01009476	8	9	8	9	8	3	10	2	scotland
S01009477	7	6	6	9	6	5	7	8	scotland
S01009478	3	4	3	3	4	3	4	7	scotland
S01009479	4	5	4	7	4	1	4	9	scotland
S01009480	9	8	7	9	7	5	8	9	scotland
S01009481	6	5	6	6	6	5	6	7	scotland
S01009482	5	5	5	4	4	7	3	7	scotland
S01009483	6	5	5	8	5	5	5	7	scotland
S01009484	4	3	3	4	5	5	9	7	scotland
S01009485	3	3	3	3	4	6	3	6	scotland
S01009486	6	6	5	9	6	4	9	7	scotland
S01009487	3	3	4	2	3	3	8	8	scotland
S01009488	6	6	5	4	6	7	6	9	scotland
S01009489	2	2	2	2	2	2	5	9	scotland
S01009490	2	1	2	3	2	3	5	8	scotland
S01009491	3	3	3	2	4	6	8	9	scotland
S01009492	4	4	4	2	4	8	4	6	scotland
S01009493	10	9	10	9	9	7	10	3	scotland
S01009494	8	8	8	9	8	10	9	2	scotland
S01009495	9	9	10	8	8	10	9	3	scotland
S01009496	5	5	5	4	5	5	4	5	scotland
S01009497	5	4	5	4	5	7	7	4	scotland
S01009498	9	9	7	8	9	9	10	4	scotland
S01009499	5	5	4	5	6	5	5	5	scotland
S01009500	3	2	3	3	4	3	5	7	scotland
S01009501	2	2	3	2	2	1	4	9	scotland
S01009502	3	2	3	3	4	6	6	6	scotland
S01009503	4	4	4	3	5	7	5	4	scotland
S01009504	1	1	1	1	2	2	2	9	scotland
S01009505	1	1	1	1	1	1	4	9	scotland
S01009506	2	1	2	2	1	2	3	8	scotland
S01009507	4	3	5	5	5	5	5	7	scotland
S01009508	2	1	2	2	3	4	4	7	scotland
S01009509	2	2	2	2	3	3	3	9	scotland
S01009510	10	9	9	9	9	7	8	7	scotland
S01009511	9	9	9	8	9	10	8	3	scotland
S01009512	9	9	8	7	8	10	10	6	scotland
S01009513	10	10	9	9	9	10	10	3	scotland
S01009514	9	9	8	7	9	10	9	3	scotland
S01009515	4	4	4	3	5	2	5	6	scotland
S01009516	4	4	4	3	3	7	6	5	scotland
S01009517	10	9	10	8	10	10	10	4	scotland
S01009518	10	10	10	8	10	10	10	3	scotland
S01009519	8	8	8	5	9	3	8	5	scotland
S01009520	6	7	5	6	6	4	9	3	scotland
S01009521	2	2	3	1	4	3	2	5	scotland
S01009522	2	2	3	2	3	1	5	9	scotland
S01009523	1	1	2	1	1	2	5	8	scotland
S01009524	1	1	1	1	2	4	4	5	scotland
S01009525	2	2	2	2	3	3	5	7	scotland
S01009526	8	7	7	7	7	5	7	6	scotland
S01009527	3	3	2	5	3	2	5	9	scotland
S01009528	4	3	3	4	5	8	6	9	scotland
S01009529	7	6	7	9	6	6	10	6	scotland
S01009530	10	10	8	9	8	10	10	6	scotland
S01009531	2	1	2	3	1	2	5	3	scotland
S01009532	2	2	2	2	2	4	6	7	scotland
S01009533	2	2	2	2	2	2	4	9	scotland
S01009534	1	1	1	1	1	1	3	8	scotland
S01009535	1	1	1	1	1	2	3	6	scotland
S01009536	3	3	3	3	4	2	4	3	scotland
S01009537	4	3	4	6	4	8	3	5	scotland
S01009538	2	2	2	3	3	4	6	8	scotland
S01009539	6	5	6	4	6	6	6	5	scotland
S01009540	1	1	1	2	2	2	5	5	scotland
S01009541	4	6	4	4	5	3	9	2	scotland
S01009542	1	1	1	1	1	2	4	2	scotland
S01009543	4	4	4	5	4	8	7	2	scotland
S01009544	4	4	4	4	5	8	8	2	scotland
S01009545	4	3	4	3	5	4	7	6	scotland
S01009546	5	5	5	4	5	7	6	4	scotland
S01009547	2	2	2	1	3	7	4	3	scotland
S01009548	5	4	5	4	5	4	7	9	scotland
S01009549	6	5	6	5	6	5	7	8	scotland
S01009550	6	6	7	5	7	9	8	3	scotland
S01009551	4	4	5	5	4	9	8	2	scotland
S01009552	6	5	5	5	5	7	9	7	scotland
S01009553	2	2	2	2	2	1	3	8	scotland
S01009554	3	4	3	4	4	3	4	4	scotland
S01009555	6	5	7	5	6	4	5	7	scotland
S01009556	2	2	2	3	2	3	5	3	scotland
S01009557	1	1	1	2	2	4	4	7	scotland
S01009558	1	1	1	1	2	3	5	8	scotland
S01009559	2	2	2	2	2	1	3	7	scotland
S01009560	1	2	1	1	2	2	6	4	scotland
S01009561	2	2	2	3	3	3	4	5	scotland
S01009562	4	4	5	3	4	2	6	9	scotland
S01009563	5	5	5	4	4	4	6	7	scotland
S01009564	5	4	5	6	5	6	8	8	scotland
S01009565	2	2	2	3	3	2	5	6	scotland
S01009566	5	6	6	4	5	6	8	3	scotland
S01009567	4	4	4	4	5	3	6	3	scotland
S01009568	3	3	3	4	3	4	7	9	scotland
S01009569	4	4	4	4	4	4	7	7	scotland
S01009570	4	4	4	4	4	4	6	6	scotland
S01009571	2	2	2	1	2	1	4	7	scotland
S01009572	2	2	2	2	2	1	4	7	scotland
S01009573	1	1	1	2	1	1	3	8	scotland
S01009574	3	2	3	3	3	1	4	9	scotland
S01009575	4	3	4	4	4	8	4	3	scotland
S01009576	6	7	6	7	9	1	9	3	scotland
S01009577	6	7	5	8	6	9	10	2	scotland
S01009578	5	5	5	5	5	8	4	4	scotland
S01009579	5	5	4	6	4	4	8	3	scotland
S01009580	10	10	10	9	9	7	10	4	scotland
S01009581	4	5	4	3	5	5	6	6	scotland
S01009582	5	6	6	4	5	7	3	5	scotland
S01009583	4	3	4	4	4	5	8	5	scotland
S01009584	9	9	9	9	9	4	9	6	scotland
S01009585	4	4	5	4	5	6	4	5	scotland
S01009586	4	4	4	4	3	3	8	7	scotland
S01009587	5	4	4	7	5	4	8	8	scotland
S01009588	4	5	4	5	3	8	6	4	scotland
S01009589	5	4	5	4	6	7	5	7	scotland
S01009590	9	10	8	8	9	10	10	3	scotland
S01009591	7	8	7	8	8	10	7	2	scotland
S01009592	8	9	8	8	7	8	10	2	scotland
S01009593	9	10	9	9	9	9	10	2	scotland
S01009594	8	9	8	9	8	8	10	2	scotland
S01009595	9	9	10	9	9	4	10	3	scotland
S01009596	3	2	3	4	3	4	5	2	scotland
S01009597	2	1	2	2	1	5	4	2	scotland
S01009598	1	1	1	2	1	3	4	2	scotland
S01009599	3	3	3	4	2	3	5	3	scotland
S01009600	1	1	2	3	1	2	4	3	scotland
S01009601	3	2	3	2	4	3	3	5	scotland
S01009602	9	9	9	9	9	9	10	2	scotland
S01009603	6	6	5	8	5	4	9	3	scotland
S01009604	5	5	5	5	4	7	8	4	scotland
S01009605	2	3	2	3	2	4	6	3	scotland
S01009606	6	6	7	7	7	6	10	1	scotland
S01009607	10	9	9	10	9	10	10	4	scotland
S01009608	6	5	5	6	6	10	7	6	scotland
S01009609	8	7	8	8	7	6	8	8	scotland
S01009610	5	5	5	6	5	8	7	4	scotland
S01009611	7	8	7	8	8	5	10	1	scotland
S01009612	5	4	5	4	5	6	6	5	scotland
S01009613	10	9	8	9	8	10	8	8	scotland
S01009614	7	7	7	8	6	8	10	2	scotland
S01009615	6	7	6	5	6	6	9	3	scotland
S01009616	5	5	5	5	6	4	7	5	scotland
S01009617	7	7	6	6	8	7	7	4	scotland
S01009618	2	3	2	1	3	4	5	7	scotland
S01009619	2	2	1	3	2	3	6	8	scotland
S01009620	2	2	2	3	2	2	7	7	scotland
S01009621	1	2	1	2	1	1	5	6	scotland
S01009622	1	1	1	1	1	1	4	4	scotland
S01009623	3	2	3	2	4	4	5	5	scotland
